best_so_far_auc,dataset,final_best,mode,seed,simple_regret,top10_hit
82.4844,real_moleculenet_lipophilicity,86.125,llm_direct_prior_random_rule_r1_domain_knowledge_on_ring_structure_effects,45002,7.625,0
92.8125,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r1_impact_of_halogen_substitution_on_lipophilicity,45002,0.0,1
87.2188,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r1_lipophilicity_influence_of_aromatic_structure,45002,0.25,1
87.2188,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r2_branching_effect_on_lipophilicity,45002,0.25,1
82.3594,real_moleculenet_lipophilicity,86.125,llm_direct_prior_random_rule_r2_counter_hypothesis_on_heteroatom_influence,45002,7.625,0
87.2188,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r2_domain_knowledge_on_ring_structure_effects,45002,0.25,1
92.8125,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_impact_of_halogen_substitution_on_lipophilicity,45002,0.0,1
87.2188,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r2_lipophilicity_influence_of_aromatic_structure,45002,0.25,1
88.2656,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r3_branching_effect_on_lipophilicity,45002,0.25,1
82.3594,real_moleculenet_lipophilicity,86.125,llm_direct_prior_random_rule_r3_counter_hypothesis_on_heteroatom_influence,45002,7.625,0
87.2188,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r3_domain_knowledge_on_ring_structure_effects,45002,0.25,1
80.1406,real_moleculenet_lipophilicity,86.125,llm_direct_prior_random_rule_r3_impact_of_halogen_substitution_on_lipophilicity,45002,7.625,0
78.0,real_moleculenet_lipophilicity,86.75,llm_direct_prior_random_rule_r3_lipophilicity_influence_of_aromatic_structure,45002,7.0,0
80.6875,real_moleculenet_lipophilicity,81.25,mixed_kernel_gp_ei,45002,12.5,0
84.1562,real_moleculenet_lipophilicity,87.0,gp_ucb,45003,6.75,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_branching_effect_on_lipophilicity,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_counter_hypothesis_on_heteroatom_influence,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_domain_knowledge_on_ring_structure_effects,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_impact_of_halogen_substitution_on_lipophilicity,45003,10.125,0
78.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_lipophilicity_influence_of_aromatic_structure,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r1_branching_effect_on_lipophilicity,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r1_counter_hypothesis_on_heteroatom_influence,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r1_domain_knowledge_on_ring_structure_effects,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r1_impact_of_halogen_substitution_on_lipophilicity,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r1_lipophilicity_influence_of_aromatic_structure,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r2_branching_effect_on_lipophilicity,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r2_counter_hypothesis_on_heteroatom_influence,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r2_domain_knowledge_on_ring_structure_effects,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r2_impact_of_halogen_substitution_on_lipophilicity,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r2_lipophilicity_influence_of_aromatic_structure,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r3_branching_effect_on_lipophilicity,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r3_counter_hypothesis_on_heteroatom_influence,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r3_domain_knowledge_on_ring_structure_effects,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r3_impact_of_halogen_substitution_on_lipophilicity,45003,10.125,0
83.625,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r3_lipophilicity_influence_of_aromatic_structure,45003,10.125,0
81.5156,real_moleculenet_lipophilicity,87.0,mixed_kernel_gp_ei,45003,6.75,0
76.2188,real_moleculenet_lipophilicity,76.875,gp_ucb,45004,16.875,0
82.4062,real_moleculenet_lipophilicity,85.0,llm_direct_prior_branching_effect_on_lipophilicity,45004,8.75,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_counter_hypothesis_on_heteroatom_influence,45004,17.5,0
78.7344,real_moleculenet_lipophilicity,82.625,llm_direct_prior_domain_knowledge_on_ring_structure_effects,45004,11.125,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_impact_of_halogen_substitution_on_lipophilicity,45004,17.5,0
76.0156,real_moleculenet_lipophilicity,76.125,llm_direct_prior_lipophilicity_influence_of_aromatic_structure,45004,17.625,0
84.9688,real_moleculenet_lipophilicity,86.25,llm_direct_prior_random_rule_r1_branching_effect_on_lipophilicity,45004,7.5,0
80.75,real_moleculenet_lipophilicity,80.75,llm_direct_prior_random_rule_r1_counter_hypothesis_on_heteroatom_influence,45004,13.0,0
77.8906,real_moleculenet_lipophilicity,85.875,llm_direct_prior_random_rule_r1_domain_knowledge_on_ring_structure_effects,45004,7.875,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_random_rule_r1_impact_of_halogen_substitution_on_lipophilicity,45004,17.5,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_random_rule_r1_lipophilicity_influence_of_aromatic_structure,45004,17.5,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_random_rule_r2_branching_effect_on_lipophilicity,45004,17.5,0
80.75,real_moleculenet_lipophilicity,80.75,llm_direct_prior_random_rule_r2_counter_hypothesis_on_heteroatom_influence,45004,13.0,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_random_rule_r2_domain_knowledge_on_ring_structure_effects,45004,17.5,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_random_rule_r2_impact_of_halogen_substitution_on_lipophilicity,45004,17.5,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_random_rule_r2_lipophilicity_influence_of_aromatic_structure,45004,17.5,0
84.9688,real_moleculenet_lipophilicity,86.25,llm_direct_prior_random_rule_r3_branching_effect_on_lipophilicity,45004,7.5,0
80.75,real_moleculenet_lipophilicity,80.75,llm_direct_prior_random_rule_r3_counter_hypothesis_on_heteroatom_influence,45004,13.0,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_random_rule_r3_domain_knowledge_on_ring_structure_effects,45004,17.5,0
80.1562,real_moleculenet_lipophilicity,80.75,llm_direct_prior_random_rule_r3_impact_of_halogen_substitution_on_lipophilicity,45004,13.0,0
76.25,real_moleculenet_lipophilicity,76.25,llm_direct_prior_random_rule_r3_lipophilicity_influence_of_aromatic_structure,45004,17.5,0
80.2656,real_moleculenet_lipophilicity,85.125,mixed_kernel_gp_ei,45004,8.625,0
83.7188,real_moleculenet_lipophilicity,85.75,gp_ucb,45005,8.0,0
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_branching_effect_on_lipophilicity,45005,11.25,0
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_counter_hypothesis_on_heteroatom_influence,45005,11.25,0
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_domain_knowledge_on_ring_structure_effects,45005,11.25,0
84.375,real_moleculenet_lipophilicity,93.75,llm_direct_prior_impact_of_halogen_substitution_on_lipophilicity,45005,0.0,1
83.7188,real_moleculenet_lipophilicity,86.125,llm_direct_prior_lipophilicity_influence_of_aromatic_structure,45005,7.625,0
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r1_branching_effect_on_lipophilicity,45005,11.25,0
85.4375,real_moleculenet_lipophilicity,88.375,llm_direct_prior_random_rule_r1_counter_hypothesis_on_heteroatom_influence,45005,5.375,0
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r1_domain_knowledge_on_ring_structure_effects,45005,11.25,0
84.375,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r1_impact_of_halogen_substitution_on_lipophilicity,45005,0.0,1
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r1_lipophilicity_influence_of_aromatic_structure,45005,11.25,0
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r2_branching_effect_on_lipophilicity,45005,11.25,0
90.9375,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_counter_hypothesis_on_heteroatom_influence,45005,0.0,1
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r2_domain_knowledge_on_ring_structure_effects,45005,11.25,0
84.375,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_impact_of_halogen_substitution_on_lipophilicity,45005,0.0,1
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r2_lipophilicity_influence_of_aromatic_structure,45005,11.25,0
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r3_branching_effect_on_lipophilicity,45005,11.25,0
90.9375,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r3_counter_hypothesis_on_heteroatom_influence,45005,0.0,1
82.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r3_domain_knowledge_on_ring_structure_effects,45005,11.25,0
83.9062,real_moleculenet_lipophilicity,86.25,llm_direct_prior_random_rule_r3_impact_of_halogen_substitution_on_lipophilicity,45005,7.5,0
84.375,real_moleculenet_lipophilicity,90.0,llm_direct_prior_random_rule_r3_lipophilicity_influence_of_aromatic_structure,45005,3.75,0
85.3438,real_moleculenet_lipophilicity,85.75,mixed_kernel_gp_ei,45005,8.0,0
82.5156,real_moleculenet_lipophilicity,82.875,gp_ucb,45006,10.875,0
80.9062,real_moleculenet_lipophilicity,83.625,llm_direct_prior_branching_effect_on_lipophilicity,45006,10.125,0
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_counter_hypothesis_on_heteroatom_influence,45006,11.25,0
82.75,real_moleculenet_lipophilicity,82.75,llm_direct_prior_domain_knowledge_on_ring_structure_effects,45006,11.0,0
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_impact_of_halogen_substitution_on_lipophilicity,45006,11.25,0
82.75,real_moleculenet_lipophilicity,82.75,llm_direct_prior_lipophilicity_influence_of_aromatic_structure,45006,11.0,0
85.8125,real_moleculenet_lipophilicity,86.25,llm_direct_prior_random_rule_r1_branching_effect_on_lipophilicity,45006,7.5,0
92.0312,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r1_counter_hypothesis_on_heteroatom_influence,45006,0.0,1
82.75,real_moleculenet_lipophilicity,82.75,llm_direct_prior_random_rule_r1_domain_knowledge_on_ring_structure_effects,45006,11.0,0
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r1_impact_of_halogen_substitution_on_lipophilicity,45006,11.25,0
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r1_lipophilicity_influence_of_aromatic_structure,45006,11.25,0
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r2_branching_effect_on_lipophilicity,45006,11.25,0
92.0312,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_counter_hypothesis_on_heteroatom_influence,45006,0.0,1
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r2_domain_knowledge_on_ring_structure_effects,45006,11.25,0
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r2_impact_of_halogen_substitution_on_lipophilicity,45006,11.25,0
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r2_lipophilicity_influence_of_aromatic_structure,45006,11.25,0
85.8125,real_moleculenet_lipophilicity,86.25,llm_direct_prior_random_rule_r3_branching_effect_on_lipophilicity,45006,7.5,0
92.0312,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r3_counter_hypothesis_on_heteroatom_influence,45006,0.0,1
81.5,real_moleculenet_lipophilicity,82.5,llm_direct_prior_random_rule_r3_domain_knowledge_on_ring_structure_effects,45006,11.25,0
82.8594,real_moleculenet_lipophilicity,83.625,llm_direct_prior_random_rule_r3_impact_of_halogen_substitution_on_lipophilicity,45006,10.125,0
92.0312,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r3_lipophilicity_influence_of_aromatic_structure,45006,0.0,1
83.75,real_moleculenet_lipophilicity,90.0,mixed_kernel_gp_ei,45006,3.75,0
90.2812,real_moleculenet_lipophilicity,93.75,gp_ucb,45007,0.0,1
90.1875,real_moleculenet_lipophilicity,93.75,llm_direct_prior_branching_effect_on_lipophilicity,45007,0.0,1
90.1562,real_moleculenet_lipophilicity,93.75,llm_direct_prior_counter_hypothesis_on_heteroatom_influence,45007,0.0,1
91.875,real_moleculenet_lipophilicity,93.75,llm_direct_prior_domain_knowledge_on_ring_structure_effects,45007,0.0,1
90.125,real_moleculenet_lipophilicity,93.5,llm_direct_prior_impact_of_halogen_substitution_on_lipophilicity,45007,0.25,1
89.8438,real_moleculenet_lipophilicity,91.25,llm_direct_prior_lipophilicity_influence_of_aromatic_structure,45007,2.5,0
80.0,real_moleculenet_lipophilicity,80.0,llm_direct_prior_random_rule_r1_branching_effect_on_lipophilicity,45007,13.75,0
90.1875,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r1_counter_hypothesis_on_heteroatom_influence,45007,0.0,1
91.875,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r1_domain_knowledge_on_ring_structure_effects,45007,0.0,1
90.125,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r1_impact_of_halogen_substitution_on_lipophilicity,45007,0.25,1
90.1562,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r1_lipophilicity_influence_of_aromatic_structure,45007,0.0,1
90.1562,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_branching_effect_on_lipophilicity,45007,0.0,1
90.1875,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_counter_hypothesis_on_heteroatom_influence,45007,0.0,1
90.1562,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_domain_knowledge_on_ring_structure_effects,45007,0.0,1
90.125,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r2_impact_of_halogen_substitution_on_lipophilicity,45007,0.25,1
90.1562,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_lipophilicity_influence_of_aromatic_structure,45007,0.0,1
80.0,real_moleculenet_lipophilicity,80.0,llm_direct_prior_random_rule_r3_branching_effect_on_lipophilicity,45007,13.75,0
90.1875,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r3_counter_hypothesis_on_heteroatom_influence,45007,0.0,1
88.4375,real_moleculenet_lipophilicity,93.5,llm_direct_prior_random_rule_r3_domain_knowledge_on_ring_structure_effects,45007,0.25,1
88.4375,real_moleculenet_lipophilicity,91.25,llm_direct_prior_random_rule_r3_impact_of_halogen_substitution_on_lipophilicity,45007,2.5,0
80.0,real_moleculenet_lipophilicity,80.0,llm_direct_prior_random_rule_r3_lipophilicity_influence_of_aromatic_structure,45007,13.75,0
90.25,real_moleculenet_lipophilicity,93.75,mixed_kernel_gp_ei,45007,0.0,1
82.9062,real_moleculenet_lipophilicity,83.625,gp_ucb,45008,10.125,0
83.2656,real_moleculenet_lipophilicity,83.625,llm_direct_prior_branching_effect_on_lipophilicity,45008,10.125,0
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_counter_hypothesis_on_heteroatom_influence,45008,11.125,0
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_domain_knowledge_on_ring_structure_effects,45008,11.125,0
84.0156,real_moleculenet_lipophilicity,93.75,llm_direct_prior_impact_of_halogen_substitution_on_lipophilicity,45008,0.0,1
85.4062,real_moleculenet_lipophilicity,93.75,llm_direct_prior_lipophilicity_influence_of_aromatic_structure,45008,0.0,1
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_random_rule_r1_branching_effect_on_lipophilicity,45008,11.125,0
85.4062,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r1_counter_hypothesis_on_heteroatom_influence,45008,0.0,1
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_random_rule_r1_domain_knowledge_on_ring_structure_effects,45008,11.125,0
84.0156,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r1_impact_of_halogen_substitution_on_lipophilicity,45008,0.0,1
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_random_rule_r1_lipophilicity_influence_of_aromatic_structure,45008,11.125,0
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_random_rule_r2_branching_effect_on_lipophilicity,45008,11.125,0
85.4062,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_counter_hypothesis_on_heteroatom_influence,45008,0.0,1
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_random_rule_r2_domain_knowledge_on_ring_structure_effects,45008,11.125,0
84.0156,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r2_impact_of_halogen_substitution_on_lipophilicity,45008,0.0,1
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_random_rule_r2_lipophilicity_influence_of_aromatic_structure,45008,11.125,0
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_random_rule_r3_branching_effect_on_lipophilicity,45008,11.125,0
85.4062,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r3_counter_hypothesis_on_heteroatom_influence,45008,0.0,1
82.625,real_moleculenet_lipophilicity,82.625,llm_direct_prior_random_rule_r3_domain_knowledge_on_ring_structure_effects,45008,11.125,0
84.0312,real_moleculenet_lipophilicity,85.375,llm_direct_prior_random_rule_r3_impact_of_halogen_substitution_on_lipophilicity,45008,8.375,0
86.4688,real_moleculenet_lipophilicity,93.75,llm_direct_prior_random_rule_r3_lipophilicity_influence_of_aromatic_structure,45008,0.0,1
82.8906,real_moleculenet_lipophilicity,84.75,mixed_kernel_gp_ei,45008,9.0,0
75.375,real_moleculenet_lipophilicity,75.375,gp_ucb,45009,18.375,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_branching_effect_on_lipophilicity,45009,18.375,0
77.0,real_moleculenet_lipophilicity,78.625,llm_direct_prior_counter_hypothesis_on_heteroatom_influence,45009,15.125,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_domain_knowledge_on_ring_structure_effects,45009,18.375,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_impact_of_halogen_substitution_on_lipophilicity,45009,18.375,0
82.0469,real_moleculenet_lipophilicity,90.0,llm_direct_prior_lipophilicity_influence_of_aromatic_structure,45009,3.75,0
80.1875,real_moleculenet_lipophilicity,85.0,llm_direct_prior_random_rule_r1_branching_effect_on_lipophilicity,45009,8.75,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_random_rule_r1_counter_hypothesis_on_heteroatom_influence,45009,18.375,0
76.3125,real_moleculenet_lipophilicity,76.875,llm_direct_prior_random_rule_r1_domain_knowledge_on_ring_structure_effects,45009,16.875,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_random_rule_r1_impact_of_halogen_substitution_on_lipophilicity,45009,18.375,0
81.8438,real_moleculenet_lipophilicity,84.0,llm_direct_prior_random_rule_r1_lipophilicity_influence_of_aromatic_structure,45009,9.75,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_random_rule_r2_branching_effect_on_lipophilicity,45009,18.375,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_random_rule_r2_counter_hypothesis_on_heteroatom_influence,45009,18.375,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_random_rule_r2_domain_knowledge_on_ring_structure_effects,45009,18.375,0
75.375,real_moleculenet_lipophilicity,75.375,llm_direct_prior_random_rule_r2_impact_of_halogen_substitution_on_lipophilicity,45009,18.375,0
81.8438,real_moleculenet_lipophilicity,84.0,llm_direct_prior_random_rule_r2_lipophilicity_influence_of_aromatic_structure,45009,9.75,0
80.1875,real_moleculenet_lipophilicity,85.0,llm_direct_prior_random_rule_r3_branching_effect_on_lipophilicity,45009,8.75,0
