dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,mean_transfer_confidence
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,7,88.625,85.45,5.125,0,0,0,0,6,12980,0.1921
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,7,88.625,85.45,5.125,0,0,0,0,6,12980,0.1921
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,7,88.625,84.9625,5.125,0,4,2,0,10,50392,0.1921
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,7,88.625,84.9625,5.125,0,4,2,0,10,50392,0.1921
real_moleculenet_lipophilicity,gp_ucb,8,89.625,86.4125,4.125,0,0,0,0,0,0,0.1787
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,8,90.0,86.45,3.75,0,1,0,1,7,23415,0.1787
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,8,89.625,86.4125,4.125,0,3,0,0,7,23010,0.1787
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,8,85.0,81.475,8.75,0,8,7,0,10,43089,0.1787
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,8,85.0,81.475,8.75,0,8,7,0,10,43089,0.1787
real_moleculenet_lipophilicity,gp_ucb,9,93.75,88.75,0.0,1,0,0,0,0,0,0.171
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,9,93.75,88.75,0.0,1,2,0,0,7,29225,0.171
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,9,93.75,86.75,0.0,1,2,2,0,7,29185,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,9,83.75,83.75,10.0,0,4,3,0,10,70945,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,9,83.75,83.75,10.0,0,4,3,0,10,70945,0.171
real_moleculenet_lipophilicity,gp_ucb,10,86.25,86.25,7.5,0,0,0,0,0,0,0.171
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,10,86.25,86.25,7.5,0,1,1,1,7,28154,0.171
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,10,86.25,86.25,7.5,0,4,2,0,7,24750,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,10,86.25,86.25,7.5,0,5,3,0,10,61292,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,10,86.25,86.25,7.5,0,5,3,0,10,61292,0.171
real_moleculenet_lipophilicity,gp_ucb,11,87.0,86.1,6.75,0,0,0,0,0,0,0.1416
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,11,87.0,86.1,6.75,0,0,0,0,5,6497,0.1416
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,11,87.0,86.1,6.75,0,0,0,0,5,6497,0.1416
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,11,86.0,86.0,7.75,0,3,2,0,10,62901,0.1416
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,11,86.0,86.0,7.75,0,3,2,0,10,62901,0.1416
real_moleculenet_lipophilicity,gp_ucb,12,87.125,86.5625,6.625,0,0,0,0,0,0,0.1725
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,12,87.125,86.5625,6.625,0,1,0,1,7,15598,0.1725
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,12,86.0,86.0,7.75,0,1,1,0,5,7943,0.1725
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,12,88.625,88.3625,5.125,0,4,3,0,10,57869,0.1725
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,12,88.625,88.3625,5.125,0,4,3,0,10,57869,0.1725
real_moleculenet_lipophilicity,gp_ucb,13,90.0,88.125,3.75,0,0,0,0,0,0,0.1917
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,13,83.75,83.75,10.0,0,2,2,0,7,28996,0.1917
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,13,87.5,85.0,6.25,0,6,5,0,7,29018,0.1917
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,13,93.75,88.7,0.0,1,3,2,0,10,71102,0.1917
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,13,93.75,88.7,0.0,1,3,2,0,10,71102,0.1917
real_moleculenet_lipophilicity,gp_ucb,14,89.875,89.275,3.875,0,0,0,0,0,0,0.1721
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,14,89.875,89.275,3.875,0,2,1,1,7,29222,0.1721
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,14,93.75,89.6625,0.0,1,3,1,0,7,29222,0.1721
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,14,86.875,86.875,6.875,0,6,5,0,10,50802,0.1721
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,14,86.875,86.875,6.875,0,6,5,0,10,50802,0.1721
real_moleculenet_lipophilicity,gp_ucb,15,91.875,91.875,1.875,0,0,0,0,0,0,0.2114
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,15,91.875,91.875,1.875,0,0,0,0,7,20006,0.2114
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,15,91.875,91.875,1.875,0,4,4,0,7,23727,0.2114
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,15,91.875,91.875,1.875,0,5,5,0,10,63878,0.2114
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,15,91.875,91.875,1.875,0,5,5,0,10,63878,0.2114
real_moleculenet_lipophilicity,gp_ucb,16,89.625,86.4625,4.125,0,0,0,0,0,0,0.1908
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,16,89.625,86.4625,4.125,0,0,0,2,5,14180,0.1908
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,16,89.625,86.4625,4.125,0,4,2,0,6,21548,0.1908
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,16,92.5,87.5,1.25,0,5,1,0,10,65281,0.1908
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,16,92.5,87.5,1.25,0,5,1,0,10,65281,0.1908
real_moleculenet_lipophilicity,gp_ucb,17,84.75,83.775,9.0,0,0,0,0,0,0,0.1601
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,17,84.75,83.775,9.0,0,0,0,1,7,28759,0.1601
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,17,84.75,83.775,9.0,0,2,1,0,7,28818,0.1601
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,17,84.75,83.975,9.0,0,4,3,0,10,70623,0.1601
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,17,84.75,83.975,9.0,0,4,3,0,10,70623,0.1601
real_moleculenet_lipophilicity,gp_ucb,18,88.25,85.55,5.5,0,0,0,0,0,0,0.1841
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,18,89.625,85.9625,4.125,0,2,0,0,7,28923,0.1841
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,18,83.75,83.75,10.0,0,2,2,0,7,28962,0.1841
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,18,90.0,86.9,3.75,0,9,6,0,10,69681,0.1841
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,18,90.0,86.9,3.75,0,9,6,0,10,69681,0.1841
real_moleculenet_lipophilicity,gp_ucb,19,91.25,88.55,2.5,0,0,0,0,0,0,0.1656
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,19,91.25,88.55,2.5,0,0,0,0,0,0,0.1656
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,19,91.25,88.55,2.5,0,0,0,0,0,0,0.1656
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,19,88.25,88.25,5.5,0,5,3,0,10,41905,0.1656
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,19,88.25,88.25,5.5,0,5,3,0,10,41905,0.1656
real_moleculenet_lipophilicity,gp_ucb,20,88.75,81.6875,5.0,0,0,0,0,0,0,0.1622
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,20,88.75,80.95,5.0,0,1,0,0,7,25402,0.1622
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,20,88.625,81.9625,5.125,0,2,2,0,7,24086,0.1622
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,20,93.75,87.8,0.0,1,8,2,0,10,71228,0.1622
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,20,93.75,87.8,0.0,1,8,2,0,10,71228,0.1622
real_moleculenet_lipophilicity,gp_ucb,21,91.875,89.95,1.875,0,0,0,0,0,0,0.1876
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,21,91.875,89.8875,1.875,0,2,2,0,7,29287,0.1876
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,21,91.875,89.8875,1.875,0,2,2,0,7,29287,0.1876
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,21,87.5,83.125,6.25,0,7,5,0,10,71228,0.1876
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,21,87.5,83.125,6.25,0,7,5,0,10,71228,0.1876
real_moleculenet_lipophilicity,gp_ucb,22,89.25,89.25,4.5,0,0,0,0,0,0,0.1737
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,22,89.25,89.25,4.5,0,0,0,0,7,29121,0.1737
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,22,89.25,89.25,4.5,0,3,2,0,7,28988,0.1737
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,22,91.875,91.875,1.875,0,7,4,1,10,70865,0.1737
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,22,91.875,91.875,1.875,0,8,4,0,10,70865,0.1737
real_moleculenet_lipophilicity,gp_ucb,23,77.5,76.6375,16.25,0,0,0,0,0,0,0.1604
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,23,77.5,76.6375,16.25,0,0,0,0,6,10425,0.1604
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,23,77.5,76.6375,16.25,0,0,0,0,6,10425,0.1604
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,23,87.375,82.8875,6.375,0,7,3,0,10,66266,0.1604
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,23,87.375,82.8875,6.375,0,7,3,0,10,66266,0.1604
real_moleculenet_lipophilicity,gp_ucb,24,88.625,86.925,5.125,0,0,0,0,0,0,0.2065
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,24,88.625,86.925,5.125,0,2,1,3,7,27524,0.2065
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,24,93.5,87.4125,0.25,1,4,1,0,7,27708,0.2065
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,24,93.75,88.0625,0.0,1,7,4,0,10,71223,0.2065
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,24,93.75,88.0625,0.0,1,7,4,0,10,71223,0.2065
real_moleculenet_lipophilicity,gp_ucb,25,90.0,90.0,3.75,0,0,0,0,0,0,0.1812
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,25,90.0,90.0,3.75,0,1,0,1,7,28182,0.1812
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,25,90.0,90.0,3.75,0,2,0,0,7,28061,0.1812
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,25,90.0,90.0,3.75,0,7,5,0,10,71138,0.1812
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,25,90.0,90.0,3.75,0,7,5,0,10,71138,0.1812
real_moleculenet_lipophilicity,gp_ucb,26,87.5,87.5,6.25,0,0,0,0,0,0,0.1853
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,26,87.5,87.5,6.25,0,2,0,1,7,29313,0.1853
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,26,87.5,87.5,6.25,0,3,0,0,7,29313,0.1853
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,26,88.75,88.125,5.0,0,6,3,0,10,71223,0.1853
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,26,88.75,88.125,5.0,0,6,3,0,10,71223,0.1853
real_moleculenet_lipophilicity,gp_ucb,27,87.125,87.0375,6.625,0,0,0,0,0,0,0.1625
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,27,87.125,87.0375,6.625,0,0,0,0,7,27371,0.1625
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,27,89.625,87.2875,4.125,0,2,1,0,7,27371,0.1625
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,27,87.125,85.6625,6.625,0,7,3,0,10,70771,0.1625
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,27,87.125,85.6625,6.625,0,7,3,0,10,70771,0.1625
real_moleculenet_lipophilicity,gp_ucb,28,91.25,84.225,2.5,0,0,0,0,0,0,0.1682
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,28,91.25,84.225,2.5,0,1,1,2,7,29168,0.1682
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,28,81.625,81.3375,12.125,0,5,1,0,7,28634,0.1682
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,28,90.0,84.9,3.75,0,8,3,0,10,70903,0.1682
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,28,90.0,84.9,3.75,0,8,3,0,10,70903,0.1682
real_moleculenet_lipophilicity,gp_ucb,29,91.25,88.5375,2.5,0,0,0,0,0,0,0.2031
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,29,91.25,88.5375,2.5,0,1,1,0,6,15454,0.2031
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,29,85.875,85.3125,7.875,0,6,2,0,7,23349,0.2031
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,29,85.875,81.375,7.875,0,8,7,0,10,66414,0.2031
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,29,85.875,81.375,7.875,0,8,7,0,10,66414,0.2031
real_moleculenet_lipophilicity,gp_ucb,30,86.25,86.0,7.5,0,0,0,0,0,0,0.1741
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,30,86.25,86.0,7.5,0,0,0,0,7,21361,0.1741
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,30,86.25,86.0,7.5,0,6,3,0,7,20143,0.1741
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,30,88.0,86.625,5.75,0,5,4,0,10,66837,0.1741
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,30,88.0,86.625,5.75,0,5,4,0,10,66837,0.1741
real_moleculenet_lipophilicity,gp_ucb,31,91.875,86.7875,1.875,0,0,0,0,0,0,0.1605
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,31,91.875,87.2375,1.875,0,4,1,0,7,29308,0.1605
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,31,87.5,84.7,6.25,0,2,2,0,7,29213,0.1605
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,31,91.875,91.0375,1.875,0,7,3,0,10,71224,0.1605
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,31,91.875,91.0375,1.875,0,9,4,0,10,71227,0.1605
real_moleculenet_lipophilicity,gp_ucb,32,87.25,87.25,6.5,0,0,0,0,0,0,0.1857
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,32,87.25,87.25,6.5,0,0,0,0,7,28603,0.1857
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,32,87.25,87.25,6.5,0,0,0,0,7,28603,0.1857
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,32,93.5,88.625,0.25,1,6,4,0,10,71026,0.1857
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,32,93.5,88.625,0.25,1,6,4,0,10,71026,0.1857
real_moleculenet_lipophilicity,gp_ucb,33,82.25,78.625,11.5,0,0,0,0,0,0,0.1402
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,33,82.25,78.625,11.5,0,1,1,3,7,25272,0.1402
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,33,84.875,81.25,8.875,0,5,3,0,7,26331,0.1402
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,33,79.75,78.05,14.0,0,3,3,0,10,56477,0.1402
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,33,79.75,78.05,14.0,0,3,3,0,10,56477,0.1402
real_moleculenet_lipophilicity,gp_ucb,34,92.5,92.5,1.25,0,0,0,0,0,0,0.1441
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,34,92.5,92.5,1.25,0,2,2,1,7,29208,0.1441
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,34,92.5,92.5,1.25,0,3,2,0,7,29208,0.1441
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,34,93.75,92.625,0.0,1,4,1,0,10,71178,0.1441
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,34,93.75,92.625,0.0,1,4,1,0,10,71178,0.1441
real_moleculenet_lipophilicity,gp_ucb,35,90.0,89.5,3.75,0,0,0,0,0,0,0.1878
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,35,90.0,89.5,3.75,0,0,0,1,5,14684,0.1878
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,35,90.0,89.5,3.75,0,1,0,0,3,7138,0.1878
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,35,91.25,88.25,2.5,0,8,2,0,10,49985,0.1878
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,35,91.25,88.25,2.5,0,8,2,0,10,49985,0.1878
real_moleculenet_lipophilicity,gp_ucb,36,86.25,86.25,7.5,0,0,0,0,0,0,0.1723
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,36,86.25,86.25,7.5,0,0,0,0,7,18972,0.1723
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,36,88.75,86.75,5.0,0,3,1,0,7,22776,0.1723
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,36,86.25,86.25,7.5,0,6,4,0,10,59853,0.1723
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,36,86.25,86.25,7.5,0,6,4,0,10,59853,0.1723
real_moleculenet_lipophilicity,gp_ucb,37,90.0,86.6875,3.75,0,0,0,0,0,0,0.206
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,37,90.0,86.6875,3.75,0,0,0,1,7,26604,0.206
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,37,83.375,83.375,10.375,0,1,0,0,7,26696,0.206
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,37,83.375,83.375,10.375,0,8,2,0,10,64762,0.206
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,37,83.375,83.375,10.375,0,8,2,0,10,64762,0.206
real_moleculenet_lipophilicity,gp_ucb,38,87.125,80.25,6.625,0,0,0,0,0,0,0.1803
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,38,82.5,80.4875,11.25,0,3,0,1,7,29299,0.1803
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,38,89.625,81.9125,4.125,0,5,0,0,7,29290,0.1803
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,38,82.25,79.8625,11.5,0,6,4,0,10,71223,0.1803
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,38,82.25,79.8625,11.5,0,6,4,0,10,71223,0.1803
real_moleculenet_lipophilicity,gp_ucb,39,93.75,89.2875,0.0,1,0,0,0,0,0,0.1732
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,39,93.75,89.2875,0.0,1,1,1,0,7,21515,0.1732
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,39,93.75,89.2875,0.0,1,2,2,0,7,21899,0.1732
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,39,81.5,80.675,12.25,0,7,5,0,10,70718,0.1732
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,39,81.5,80.675,12.25,0,7,5,0,10,70718,0.1732
real_moleculenet_lipophilicity,gp_ucb,40,82.5,80.1875,11.25,0,0,0,0,0,0,0.1458
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,40,82.5,80.1875,11.25,0,1,1,1,7,29288,0.1458
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,40,84.0,80.4875,9.75,0,3,1,0,7,29280,0.1458
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,40,93.75,85.8,0.0,1,10,5,0,10,71202,0.1458
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,40,93.75,85.8,0.0,1,10,5,0,10,71202,0.1458
real_moleculenet_lipophilicity,gp_ucb,41,83.75,83.75,10.0,0,0,0,0,0,0,0.1576
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_gate_v1,41,83.75,83.75,10.0,0,0,0,0,1,958,0.1576
real_moleculenet_lipophilicity,hybrid_transfer_gp_ucb_no_gate,41,83.75,83.75,10.0,0,0,0,0,1,958,0.1576
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,41,93.75,92.1,0.0,1,4,3,0,10,70469,0.1576
