condition,permutation_seed,target_seed,final_best,best_so_far_auc,simple_regret,top10_hit
permuted_source_outcomes_98173,98173,97200,0.1306784089090013,-0.4404057365735439,2.875012155554509,0
permuted_source_outcomes_98174,98174,97200,0.2253620916807958,0.2253620916807958,2.7803284727827147,0
permuted_source_outcomes_98175,98175,97200,-0.7222161719204688,-0.8760180019516336,3.7279067363839795,0
permuted_source_outcomes_98176,98176,97200,0.7083195157510443,-0.054725734490690625,2.297371048712466,0
permuted_source_outcomes_98177,98177,97200,-0.1066227815393209,-0.9648957649927093,3.1123133460028316,0
permuted_source_outcomes_98178,98178,97200,-0.0544972916929062,-0.4617351043799966,3.060187856156417,0
permuted_source_outcomes_98179,98179,97200,-0.1300342947876718,-0.1583597298926648,3.1357248592511824,0
permuted_source_outcomes_98180,98180,97200,0.7083195157510443,0.4789718798336845,2.297371048712466,0
permuted_source_outcomes_98181,98181,97200,0.6655674861893975,-0.7039750091724287,2.340123078274113,0
permuted_source_outcomes_98182,98182,97200,0.1325845828145305,-0.01953082404858322,2.87310598164898,0
permuted_source_outcomes_98183,98183,97200,3.0056905644635106,-0.33483066544677365,0.0,1
permuted_source_outcomes_98184,98184,97200,0.8227729176981561,-0.07263493981170649,2.1829176467653544,0
permuted_source_outcomes_98185,98185,97200,0.2253620916807958,-0.0943316401898092,2.7803284727827147,0
permuted_source_outcomes_98186,98186,97200,1.1299585579111844,-0.02275191940412644,1.8757320065523262,0
permuted_source_outcomes_98187,98187,97200,1.031152195138304,0.4236469986768797,1.9745383693252065,0
permuted_source_outcomes_98188,98188,97200,-0.3521383226221278,-0.639510199474104,3.3578288870856383,0
permuted_source_outcomes_98189,98189,97200,0.9149767168620844,-0.25810654350767126,2.0907138476014264,0
permuted_source_outcomes_98190,98190,97200,0.6014723349121722,-0.46122809854919333,2.404218229551338,0
permuted_source_outcomes_98191,98191,97200,0.1048190772902072,0.1048190772902072,2.9008714871733035,0
permuted_source_outcomes_98192,98192,97200,-0.1500971461534533,-0.34357744245313326,3.155787710616964,0
permuted_source_outcomes_98193,98193,97200,0.4891981170229988,0.006901270420108342,2.5164924474405117,0
permuted_source_outcomes_98194,98194,97200,0.2645814114449787,0.10146626886266097,2.741109153018532,0
permuted_source_outcomes_98195,98195,97200,-0.5035717448125323,-0.6075931377426681,3.5092623092760427,0
permuted_source_outcomes_98196,98196,97200,-0.2063548838247397,-0.4249559748963103,3.2120454482882503,0
permuted_source_outcomes_98197,98197,97200,0.0199563053165033,-0.4406198089927495,2.9857342591470073,0
permuted_source_outcomes_98198,98198,97200,0.310063096498846,0.17171331357222355,2.6956274679646643,0
target_gp_ucb,,97200,0.7083195157510443,-0.2434570640833821,2.297371048712466,0
true_source_outcomes,,97200,1.3551955075923596,0.46295664815934257,1.650495056871151,0
permuted_source_outcomes_98100,98100,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98101,98101,97201,1.415652390834026,1.0623190412839345,1.5900381736294846,0
permuted_source_outcomes_98102,98102,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98103,98103,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98104,98104,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98105,98105,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98106,98106,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98107,98107,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98108,98108,97201,1.6981562036656963,1.3213215864150663,1.3075343607978143,0
permuted_source_outcomes_98109,98109,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98110,98110,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98111,98111,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98112,98112,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98113,98113,97201,2.326432419771152,0.8607823632233639,0.6792581446923585,0
permuted_source_outcomes_98114,98114,97201,1.437878264972165,1.0027653084429857,1.5678122994913455,0
permuted_source_outcomes_98115,98115,97201,1.031152195138304,0.7607772865906803,1.9745383693252065,0
permuted_source_outcomes_98116,98116,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98117,98117,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98118,98118,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98119,98119,97201,1.031152195138304,0.8056028742117701,1.9745383693252065,0
permuted_source_outcomes_98120,98120,97201,0.6420595601423856,0.6358589594566707,2.363631004321125,0
permuted_source_outcomes_98121,98121,97201,1.0061203396073737,0.8965033426839818,1.999570224856137,0
permuted_source_outcomes_98122,98122,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98123,98123,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98124,98124,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98125,98125,97201,3.0056905644635106,0.9739920540054237,0.0,1
permuted_source_outcomes_98126,98126,97201,1.9414674274193853,1.3690444792920606,1.0642231370441253,0
permuted_source_outcomes_98127,98127,97201,0.6497272237636204,0.6292085058011668,2.35596334069989,0
permuted_source_outcomes_98128,98128,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98129,98129,97201,3.0056905644635106,2.193011160280276,0.0,1
permuted_source_outcomes_98130,98130,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98131,98131,97201,3.0056905644635106,0.7825444666127181,0.0,1
permuted_source_outcomes_98132,98132,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98133,98133,97201,0.6014723349121722,0.5789256795799282,2.404218229551338,0
permuted_source_outcomes_98134,98134,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98135,98135,97201,0.6420595601423856,0.5924547546566661,2.363631004321125,0
permuted_source_outcomes_98136,98136,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98137,98137,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98138,98138,97201,2.326432419771152,1.1539123745329216,0.6792581446923585,0
permuted_source_outcomes_98139,98139,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98140,98140,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98141,98141,97201,0.7367905257836841,0.666316286671235,2.2689000386798264,0
permuted_source_outcomes_98142,98142,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98143,98143,97201,1.3551955075923596,0.7739306984033998,1.650495056871151,0
permuted_source_outcomes_98144,98144,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98145,98145,97201,0.6420595601423856,0.5924547546566661,2.363631004321125,0
permuted_source_outcomes_98146,98146,97201,2.326432419771152,2.0333024084615943,0.6792581446923585,0
permuted_source_outcomes_98147,98147,97201,2.326432419771152,1.7401723971520369,0.6792581446923585,0
permuted_source_outcomes_98148,98148,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98149,98149,97201,0.6014723349121722,0.5930173391625807,2.404218229551338,0
permuted_source_outcomes_98150,98150,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98151,98151,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98152,98152,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98153,98153,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98154,98154,97201,0.7083195157510443,0.6145414065262189,2.297371048712466,0
permuted_source_outcomes_98155,98155,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98156,98156,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98157,98157,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98158,98158,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98159,98159,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98160,98160,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98161,98161,97201,2.326432419771152,1.4470423858424792,0.6792581446923585,0
permuted_source_outcomes_98162,98162,97201,1.8274559699239288,0.8826032564163369,1.1782345945395818,0
permuted_source_outcomes_98163,98163,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98164,98164,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98165,98165,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98166,98166,97201,1.0061203396073737,0.6041913508882703,1.999570224856137,0
permuted_source_outcomes_98167,98167,97201,1.1163487741542837,0.8877252648874181,1.8893417903092269,0
permuted_source_outcomes_98168,98168,97201,2.413223258281368,0.7214499274444364,0.5924673061821424,1
permuted_source_outcomes_98169,98169,97201,0.8438943979738671,0.7473953475059866,2.1617961664896432,0
permuted_source_outcomes_98170,98170,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98171,98171,97201,2.0659525497083457,1.1919441009948644,0.9397380147551648,0
permuted_source_outcomes_98172,98172,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98173,98173,97201,0.7477432545617244,0.7477432545617244,2.257947309901786,0
permuted_source_outcomes_98174,98174,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98175,98175,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98176,98176,97201,2.326432419771152,1.8867374028068156,0.6792581446923585,0
permuted_source_outcomes_98177,98177,97201,0.8559156973991473,0.8078718064849237,2.1497748670643633,0
permuted_source_outcomes_98178,98178,97201,0.6420595601423856,0.5924547546566661,2.363631004321125,0
permuted_source_outcomes_98179,98179,97201,0.6014723349121722,0.5873806753295198,2.404218229551338,0
permuted_source_outcomes_98180,98180,97201,1.8274559699239288,0.6726359867479831,1.1782345945395818,0
permuted_source_outcomes_98181,98181,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98182,98182,97201,2.413223258281368,0.7214499274444364,0.5924673061821424,1
permuted_source_outcomes_98183,98183,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98184,98184,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98185,98185,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98186,98186,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98187,98187,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98188,98188,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98189,98189,97201,3.0056905644635106,1.1829089107640822,0.0,1
permuted_source_outcomes_98190,98190,97201,0.6014723349121722,0.5704706838303367,2.404218229551338,0
permuted_source_outcomes_98191,98191,97201,0.8559156973991473,0.6637401337422533,2.1497748670643633,0
permuted_source_outcomes_98192,98192,97201,2.326432419771152,1.4470423858424792,0.6792581446923585,0
permuted_source_outcomes_98193,98193,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98194,98194,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98195,98195,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98196,98196,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
permuted_source_outcomes_98197,98197,97201,0.6420595601423856,0.6296583587709558,2.363631004321125,0
permuted_source_outcomes_98198,98198,97201,0.5676523519138063,0.5676523519138063,2.438038212549704,0
target_gp_ucb,,97201,0.5848933690523559,0.5705258547702312,2.4207971954111547,0
true_source_outcomes,,97201,1.145820054583067,0.7603749194702265,1.8598705098804436,0
permuted_source_outcomes_98100,98100,97202,0.3190154902446193,-0.595729270895552,2.686675074218891,0
permuted_source_outcomes_98101,98101,97202,-0.1500971461534533,-0.2860084304294198,3.155787710616964,0
permuted_source_outcomes_98102,98102,97202,0.1714074326911611,0.005777069716073502,2.8342831317723496,0
permuted_source_outcomes_98103,98103,97202,0.5126453134548161,-0.101018900576299,2.4930452510086942,0
permuted_source_outcomes_98104,98104,97202,1.0765743924072368,-0.13341469043977672,1.9291161720562737,0
permuted_source_outcomes_98105,98105,97202,-0.091192453951642,-0.2739880267535726,3.0968830184151526,0
permuted_source_outcomes_98106,98106,97202,-0.3625062200084633,-0.5384397086896648,3.368196784471974,0
permuted_source_outcomes_98107,98107,97202,-0.2093311493380611,-0.5668130296268872,3.2150217138015718,0
permuted_source_outcomes_98108,98108,97202,-0.0918151421514757,-0.3143804320616416,3.0975057066149865,0
permuted_source_outcomes_98109,98109,97202,-0.4088378702659406,-0.6845291201948899,3.4145284347294513,0
permuted_source_outcomes_98110,98110,97202,1.6707804101077797,-0.30277224655759327,1.334910154355731,0
permuted_source_outcomes_98111,98111,97202,-0.8223747451593645,-0.8223747451593645,3.828065309622875,0
permuted_source_outcomes_98112,98112,97202,0.5160774825149458,-0.18816677493091552,2.4896130819485647,0
permuted_source_outcomes_98113,98113,97202,0.9805378889197496,-0.16039942168819762,2.0251526755437608,0
permuted_source_outcomes_98114,98114,97202,0.5660573042141883,-0.292931154905269,2.4396332602493223,0
permuted_source_outcomes_98115,98115,97202,0.3190154902446193,0.068129337634742,2.686675074218891,0
permuted_source_outcomes_98116,98116,97202,0.3457187751279637,-0.09142304732002121,2.659971789335547,0
permuted_source_outcomes_98117,98117,97202,0.7290815137270843,0.4210754050164932,2.2766090507364263,0
permuted_source_outcomes_98118,98118,97202,-0.3060881212490078,-0.46570264109452997,3.311778685712518,0
permuted_source_outcomes_98119,98119,97202,3.0056905644635106,-0.30021821446419944,0.0,1
permuted_source_outcomes_98120,98120,97202,1.8274559699239288,1.0237014685480348,1.1782345945395818,0
permuted_source_outcomes_98121,98121,97202,-0.7801461676726784,-0.79070331204435,3.7858367321361888,0
permuted_source_outcomes_98122,98122,97202,-0.5347591887499431,-0.6906205080546062,3.5404497532134536,0
permuted_source_outcomes_98123,98123,97202,-0.4088378702659406,-0.4777606827481779,3.4145284347294513,0
permuted_source_outcomes_98124,98124,97202,0.3190154902446193,-0.18906313688814202,2.686675074218891,0
permuted_source_outcomes_98125,98125,97202,0.0590548810147107,-0.5055640511554886,2.9466356834488,0
permuted_source_outcomes_98126,98126,97202,0.3190154902446193,-0.01793599352538708,2.686675074218891,0
permuted_source_outcomes_98127,98127,97202,0.3190154902446193,-0.15656377450704062,2.686675074218891,0
permuted_source_outcomes_98128,98128,97202,1.8274559699239288,-0.06277195054048744,1.1782345945395818,0
permuted_source_outcomes_98129,98129,97202,3.0056905644635106,2.367679679526365,0.0,1
permuted_source_outcomes_98130,98130,97202,0.5075140555804848,0.28586592212384326,2.498176508883026,0
permuted_source_outcomes_98131,98131,97202,3.0056905644635106,2.0905833925760526,0.0,1
permuted_source_outcomes_98132,98132,97202,0.5160774825149458,0.1778963310403428,2.4896130819485647,0
permuted_source_outcomes_98133,98133,97202,-0.8223747451593645,-0.8223747451593645,3.828065309622875,0
permuted_source_outcomes_98134,98134,97202,-0.5256827287970219,-0.6493044022813313,3.5313732932605326,0
permuted_source_outcomes_98135,98135,97202,-0.054012048736852,-0.18323898956508905,3.0597026132003626,0
permuted_source_outcomes_98136,98136,97202,0.5660573042141883,-0.1391466797838792,2.4396332602493223,0
permuted_source_outcomes_98137,98137,97202,-0.1500971461534533,-0.6719188641758211,3.155787710616964,0
permuted_source_outcomes_98138,98138,97202,-0.091192453951642,-0.7005110299580775,3.0968830184151526,0
permuted_source_outcomes_98139,98139,97202,3.0056905644635106,1.0205718547161355,0.0,1
permuted_source_outcomes_98140,98140,97202,-0.089214775606409,-0.15031143973582195,3.0949053400699196,0
permuted_source_outcomes_98141,98141,97202,-0.5054720616842976,-0.6111062895093199,3.511162626147808,0
permuted_source_outcomes_98142,98142,97202,0.8227729176981561,0.05034535008470531,2.1829176467653544,0
permuted_source_outcomes_98143,98143,97202,1.0765743924072368,-0.0339461520714216,1.9291161720562737,0
permuted_source_outcomes_98144,98144,97202,-0.4841523439517808,-0.7232514213253852,3.4898429084152913,0
permuted_source_outcomes_98145,98145,97202,-0.4088378702659406,-0.5180345828953884,3.4145284347294513,0
permuted_source_outcomes_98146,98146,97202,1.6707804101077797,0.9235470027219197,1.334910154355731,0
permuted_source_outcomes_98147,98147,97202,-0.0795049004245481,-0.32712818200282023,3.085195464888059,0
permuted_source_outcomes_98148,98148,97202,-0.1338987221727987,-0.7385931862875618,3.1395892866363093,0
permuted_source_outcomes_98149,98149,97202,0.5075140555804848,0.25444949456786564,2.498176508883026,0
permuted_source_outcomes_98150,98150,97202,-0.8223747451593645,-0.8223747451593645,3.828065309622875,0
permuted_source_outcomes_98151,98151,97202,-0.4973368673806486,-0.6869422960848995,3.503027431844159,0
permuted_source_outcomes_98152,98152,97202,3.0056905644635106,1.3369239297426916,0.0,1
permuted_source_outcomes_98153,98153,97202,-0.4066878238032459,-0.6491718612609817,3.4123783882667564,0
permuted_source_outcomes_98154,98154,97202,0.7083195157510443,-0.05702761470416007,2.297371048712466,0
permuted_source_outcomes_98155,98155,97202,0.5075140555804848,-0.41761820909472946,2.498176508883026,0
permuted_source_outcomes_98156,98156,97202,-0.2927051979871213,-0.4290219398705978,3.2983957624506317,0
permuted_source_outcomes_98157,98157,97202,1.0765743924072368,0.10344327477812892,1.9291161720562737,0
permuted_source_outcomes_98158,98158,97202,0.4945977457289039,0.22779590662681848,2.511092818734607,0
permuted_source_outcomes_98159,98159,97202,-0.2927051979871213,-0.46926171371120234,3.2983957624506317,0
permuted_source_outcomes_98160,98160,97202,-0.2063548838247397,-0.5656998029366042,3.2120454482882503,0
permuted_source_outcomes_98161,98161,97202,-0.4088378702659406,-0.44329927650705925,3.4145284347294513,0
permuted_source_outcomes_98162,98162,97202,0.3190154902446193,0.12878378434395532,2.686675074218891,0
permuted_source_outcomes_98163,98163,97202,0.6361045118275513,-0.06480429502666138,2.369586052635959,0
permuted_source_outcomes_98164,98164,97202,-0.4088378702659406,-0.44329927650705925,3.4145284347294513,0
permuted_source_outcomes_98165,98165,97202,-0.1244129444337957,-0.3012748390499386,3.130103508897306,0
permuted_source_outcomes_98166,98166,97202,0.5126453134548161,0.25242062126084436,2.4930452510086942,0
permuted_source_outcomes_98167,98167,97202,-0.4634145446292485,-0.5649980729537927,3.469105109092759,0
permuted_source_outcomes_98168,98168,97202,-0.2433360352076438,-0.2915892610369539,3.2490265996711543,0
permuted_source_outcomes_98169,98169,97202,0.0590548810147107,-0.4512551146846935,2.9466356834488,0
permuted_source_outcomes_98170,98170,97202,-0.7043025712636225,-0.7534993103868484,3.709993135727133,0
permuted_source_outcomes_98171,98171,97202,-0.0918151421514757,-0.3654781764419444,3.0975057066149865,0
permuted_source_outcomes_98172,98172,97202,0.3190154902446193,-0.44191133335803656,2.686675074218891,0
permuted_source_outcomes_98173,98173,97202,-0.7974015048186501,-0.7994826081803763,3.803092069282161,0
permuted_source_outcomes_98174,98174,97202,0.2253620916807958,0.2253620916807958,2.7803284727827147,0
permuted_source_outcomes_98175,98175,97202,1.0765743924072368,-0.29673724464670576,1.9291161720562737,0
permuted_source_outcomes_98176,98176,97202,1.6707804101077797,0.13025636926446993,1.334910154355731,0
permuted_source_outcomes_98177,98177,97202,0.5018888375778949,-0.2177811384396619,2.503801726885616,0
permuted_source_outcomes_98178,98178,97202,-0.1500971461534533,-0.627136331345239,3.155787710616964,0
permuted_source_outcomes_98179,98179,97202,0.1275632938139221,0.0601083733398,2.8781272706495886,0
permuted_source_outcomes_98180,98180,97202,0.7083195157510443,0.2607619462723713,2.297371048712466,0
permuted_source_outcomes_98181,98181,97202,0.3190154902446193,0.03366793139362334,2.686675074218891,0
permuted_source_outcomes_98182,98182,97202,-0.2613945611252524,-0.44231919056028796,3.267085125588763,0
permuted_source_outcomes_98183,98183,97202,-0.0918151421514757,-0.396214976738096,3.0975057066149865,0
