task,phase,seed,skill_id,best_so_far_auc,final_best,simple_regret,top10_hit
real_moleculenet_freesolv,development,209105,maximize_hydration_affinity_with_short_smiles,52.4033,69.4333,30.5667,1
real_moleculenet_freesolv,development,209105,downweight_high_hetero_atoms,68.8833,77.2333,22.7667,1
real_moleculenet_freesolv,development,209105,optimize_for_aromatic_compounds,77.2333,77.2333,22.7667,1
real_moleculenet_freesolv,development,209105,branching_effect_on_hydration,67.6333,77.2333,22.7667,1
real_moleculenet_freesolv,development,209105,counter_hypothesis_on_double_bonds,77.2333,77.2333,22.7667,1
real_moleculenet_freesolv,development,209105,maximize_hydration_with_ring_structures,80.2933,100.0,0.0,1
real_moleculenet_freesolv,development,209105,low_semantic_mass_for_hydration,68.3033,77.2333,22.7667,1
real_moleculenet_freesolv,development,209106,maximize_hydration_affinity_with_short_smiles,49.8033,50.7333,49.2667,0
real_moleculenet_freesolv,development,209106,downweight_high_hetero_atoms,72.46,77.2333,22.7667,1
real_moleculenet_freesolv,development,209106,optimize_for_aromatic_compounds,71.8866,77.2333,22.7667,1
real_moleculenet_freesolv,development,209106,branching_effect_on_hydration,67.4133,77.2333,22.7667,1
real_moleculenet_freesolv,development,209106,counter_hypothesis_on_double_bonds,74.8466,77.2333,22.7667,1
real_moleculenet_freesolv,development,209106,maximize_hydration_with_ring_structures,80.1833,100.0,0.0,1
real_moleculenet_freesolv,development,209106,low_semantic_mass_for_hydration,64.9233,77.2333,22.7667,1
real_moleculenet_freesolv,development,209107,maximize_hydration_affinity_with_short_smiles,50.08,50.7333,49.2667,0
real_moleculenet_freesolv,development,209107,downweight_high_hetero_atoms,72.46,77.2333,22.7667,1
real_moleculenet_freesolv,development,209107,optimize_for_aromatic_compounds,69.4333,69.4333,30.5667,1
real_moleculenet_freesolv,development,209107,branching_effect_on_hydration,70.59,77.2333,22.7667,1
real_moleculenet_freesolv,development,209107,counter_hypothesis_on_double_bonds,74.8466,77.2333,22.7667,1
real_moleculenet_freesolv,development,209107,maximize_hydration_with_ring_structures,74.49,77.2333,22.7667,1
real_moleculenet_freesolv,development,209107,low_semantic_mass_for_hydration,72.93,77.2333,22.7667,1
real_moleculenet_freesolv,development,209108,maximize_hydration_affinity_with_short_smiles,49.4566,50.7333,49.2667,0
real_moleculenet_freesolv,development,209108,downweight_high_hetero_atoms,73.1633,77.2333,22.7667,1
real_moleculenet_freesolv,development,209108,optimize_for_aromatic_compounds,66.1467,76.8667,23.1333,1
real_moleculenet_freesolv,development,209108,branching_effect_on_hydration,68.2933,77.2333,22.7667,1
real_moleculenet_freesolv,development,209108,counter_hypothesis_on_double_bonds,69.1033,71.4333,28.5667,1
real_moleculenet_freesolv,development,209108,maximize_hydration_with_ring_structures,71.74,76.8667,23.1333,1
real_moleculenet_freesolv,development,209108,low_semantic_mass_for_hydration,71.4333,71.4333,28.5667,1
real_moleculenet_freesolv,development,209109,maximize_hydration_affinity_with_short_smiles,53.1433,77.2333,22.7667,1
real_moleculenet_freesolv,development,209109,downweight_high_hetero_atoms,61.92,77.2333,22.7667,1
real_moleculenet_freesolv,development,209109,optimize_for_aromatic_compounds,68.45,76.8667,23.1333,1
real_moleculenet_freesolv,development,209109,branching_effect_on_hydration,56.33,77.2333,22.7667,1
real_moleculenet_freesolv,development,209109,counter_hypothesis_on_double_bonds,65.2466,71.4333,28.5667,1
real_moleculenet_freesolv,development,209109,maximize_hydration_with_ring_structures,64.82,77.2333,22.7667,1
real_moleculenet_freesolv,development,209109,low_semantic_mass_for_hydration,54.96,100.0,0.0,1
real_moleculenet_freesolv,development,209110,maximize_hydration_affinity_with_short_smiles,45.2966,47.6333,52.3667,0
real_moleculenet_freesolv,development,209110,downweight_high_hetero_atoms,69.7866,77.2333,22.7667,1
real_moleculenet_freesolv,development,209110,optimize_for_aromatic_compounds,50.1033,71.4333,28.5667,1
real_moleculenet_freesolv,development,209110,branching_effect_on_hydration,44.58,47.6333,52.3667,0
real_moleculenet_freesolv,development,209110,counter_hypothesis_on_double_bonds,76.8667,76.8667,23.1333,1
real_moleculenet_freesolv,development,209110,maximize_hydration_with_ring_structures,52.3867,69.4333,30.5667,1
real_moleculenet_freesolv,development,209110,low_semantic_mass_for_hydration,73.3267,77.2333,22.7667,1
real_moleculenet_freesolv,development,209111,maximize_hydration_affinity_with_short_smiles,48.75,50.7333,49.2667,0
real_moleculenet_freesolv,development,209111,downweight_high_hetero_atoms,68.6633,77.2333,22.7667,1
real_moleculenet_freesolv,development,209111,optimize_for_aromatic_compounds,48.2667,53.3667,46.6333,0
real_moleculenet_freesolv,development,209111,branching_effect_on_hydration,60.5667,77.2333,22.7667,1
real_moleculenet_freesolv,development,209111,counter_hypothesis_on_double_bonds,68.2166,71.4333,28.5667,1
real_moleculenet_freesolv,development,209111,maximize_hydration_with_ring_structures,56.58,76.8667,23.1333,1
real_moleculenet_freesolv,development,209111,low_semantic_mass_for_hydration,46.1167,49.5333,50.4667,0
real_moleculenet_freesolv,development,209112,maximize_hydration_affinity_with_short_smiles,47.62,69.4333,30.5667,1
real_moleculenet_freesolv,development,209112,downweight_high_hetero_atoms,52.4333,71.4333,28.5667,1
real_moleculenet_freesolv,development,209112,optimize_for_aromatic_compounds,60.6667,76.8667,23.1333,1
real_moleculenet_freesolv,development,209112,branching_effect_on_hydration,68.8366,77.2333,22.7667,1
real_moleculenet_freesolv,development,209112,counter_hypothesis_on_double_bonds,66.9666,71.4333,28.5667,1
real_moleculenet_freesolv,development,209112,maximize_hydration_with_ring_structures,56.6167,76.8667,23.1333,1
real_moleculenet_freesolv,development,209112,low_semantic_mass_for_hydration,45.0467,50.7333,49.2667,0
real_moleculenet_freesolv,development,209113,maximize_hydration_affinity_with_short_smiles,50.0233,50.7333,49.2667,0
real_moleculenet_freesolv,development,209113,downweight_high_hetero_atoms,62.8767,85.0667,14.9333,1
real_moleculenet_freesolv,development,209113,optimize_for_aromatic_compounds,53.3667,53.3667,46.6333,0
real_moleculenet_freesolv,development,209113,branching_effect_on_hydration,69.4333,69.4333,30.5667,1
real_moleculenet_freesolv,development,209113,counter_hypothesis_on_double_bonds,67.4667,76.8667,23.1333,1
real_moleculenet_freesolv,development,209113,maximize_hydration_with_ring_structures,67.4667,76.8667,23.1333,1
real_moleculenet_freesolv,development,209113,low_semantic_mass_for_hydration,59.8466,69.4333,30.5667,1
real_moleculenet_freesolv,development,209114,maximize_hydration_affinity_with_short_smiles,48.1667,69.4333,30.5667,1
real_moleculenet_freesolv,development,209114,downweight_high_hetero_atoms,55.2033,71.4333,28.5667,1
real_moleculenet_freesolv,development,209114,optimize_for_aromatic_compounds,56.8933,76.8667,23.1333,1
real_moleculenet_freesolv,development,209114,branching_effect_on_hydration,47.6933,69.4333,30.5667,1
real_moleculenet_freesolv,development,209114,counter_hypothesis_on_double_bonds,65.2466,71.4333,28.5667,1
real_moleculenet_freesolv,development,209114,maximize_hydration_with_ring_structures,59.2433,76.8667,23.1333,1
real_moleculenet_freesolv,development,209114,low_semantic_mass_for_hydration,41.0933,50.1,49.9,0
real_moleculenet_freesolv,development,209115,maximize_hydration_affinity_with_short_smiles,55.0166,77.2333,22.7667,1
real_moleculenet_freesolv,development,209115,downweight_high_hetero_atoms,70.0733,77.2333,22.7667,1
real_moleculenet_freesolv,development,209115,optimize_for_aromatic_compounds,71.96,77.2333,22.7667,1
real_moleculenet_freesolv,development,209115,branching_effect_on_hydration,69.3566,77.2333,22.7667,1
real_moleculenet_freesolv,development,209115,counter_hypothesis_on_double_bonds,71.96,77.2333,22.7667,1
real_moleculenet_freesolv,development,209115,maximize_hydration_with_ring_structures,71.96,77.2333,22.7667,1
real_moleculenet_freesolv,development,209115,low_semantic_mass_for_hydration,68.2666,77.2333,22.7667,1
real_moleculenet_freesolv,development,209116,maximize_hydration_affinity_with_short_smiles,52.36,77.2333,22.7667,1
real_moleculenet_freesolv,development,209116,downweight_high_hetero_atoms,61.92,77.2333,22.7667,1
real_moleculenet_freesolv,development,209116,optimize_for_aromatic_compounds,74.5833,77.2333,22.7667,1
real_moleculenet_freesolv,development,209116,branching_effect_on_hydration,59.5166,77.2333,22.7667,1
real_moleculenet_freesolv,development,209116,counter_hypothesis_on_double_bonds,76.4533,77.2333,22.7667,1
real_moleculenet_freesolv,development,209116,maximize_hydration_with_ring_structures,75.3666,85.0667,14.9333,1
real_moleculenet_freesolv,development,209116,low_semantic_mass_for_hydration,42.46,43.7,56.3,0
real_moleculenet_freesolv,development,209117,maximize_hydration_affinity_with_short_smiles,48.14,69.4333,30.5667,1
real_moleculenet_freesolv,development,209117,downweight_high_hetero_atoms,58.3267,77.2333,22.7667,1
real_moleculenet_freesolv,development,209117,optimize_for_aromatic_compounds,64.11,77.2333,22.7667,1
real_moleculenet_freesolv,development,209117,branching_effect_on_hydration,62.54,77.2333,22.7667,1
real_moleculenet_freesolv,development,209117,counter_hypothesis_on_double_bonds,68.7366,77.2333,22.7667,1
real_moleculenet_freesolv,development,209117,maximize_hydration_with_ring_structures,66.4967,77.2333,22.7667,1
real_moleculenet_freesolv,development,209117,low_semantic_mass_for_hydration,47.6033,53.3667,46.6333,0
real_moleculenet_freesolv,development,209118,maximize_hydration_affinity_with_short_smiles,49.6433,69.4333,30.5667,1
real_moleculenet_freesolv,development,209118,downweight_high_hetero_atoms,55.1267,71.4333,28.5667,1
real_moleculenet_freesolv,development,209118,optimize_for_aromatic_compounds,61.0566,69.4333,30.5667,1
real_moleculenet_freesolv,development,209118,branching_effect_on_hydration,52.1833,77.2333,22.7667,1
real_moleculenet_freesolv,development,209118,counter_hypothesis_on_double_bonds,57.13,71.4333,28.5667,1
real_moleculenet_freesolv,development,209118,maximize_hydration_with_ring_structures,57.6333,69.4333,30.5667,1
real_moleculenet_freesolv,development,209118,low_semantic_mass_for_hydration,65.37,100.0,0.0,1
real_moleculenet_freesolv,development,209119,maximize_hydration_affinity_with_short_smiles,49.79,69.4333,30.5667,1
real_moleculenet_freesolv,development,209119,downweight_high_hetero_atoms,68.4433,77.2333,22.7667,1
real_moleculenet_freesolv,development,209119,optimize_for_aromatic_compounds,66.83,77.2333,22.7667,1
real_moleculenet_freesolv,development,209119,branching_effect_on_hydration,47.7733,69.4333,30.5667,1
real_moleculenet_freesolv,development,209119,counter_hypothesis_on_double_bonds,64.2067,71.4333,28.5667,1
real_moleculenet_freesolv,development,209119,maximize_hydration_with_ring_structures,66.83,77.2333,22.7667,1
real_moleculenet_freesolv,development,209119,low_semantic_mass_for_hydration,68.5333,100.0,0.0,1
real_moleculenet_freesolv,development,209120,maximize_hydration_affinity_with_short_smiles,58.3667,71.4333,28.5667,1
real_moleculenet_freesolv,development,209120,downweight_high_hetero_atoms,72.8066,77.2333,22.7667,1
real_moleculenet_freesolv,development,209120,optimize_for_aromatic_compounds,70.3367,76.8667,23.1333,1
real_moleculenet_freesolv,development,209120,branching_effect_on_hydration,64.5467,76.8667,23.1333,1
real_moleculenet_freesolv,development,209120,counter_hypothesis_on_double_bonds,69.27,76.8667,23.1333,1
real_moleculenet_freesolv,development,209120,maximize_hydration_with_ring_structures,70.3367,76.8667,23.1333,1
real_moleculenet_freesolv,development,209120,low_semantic_mass_for_hydration,57.69,58.8,41.2,0
real_moleculenet_freesolv,development,209121,maximize_hydration_affinity_with_short_smiles,50.2766,69.4333,30.5667,1
real_moleculenet_freesolv,development,209121,downweight_high_hetero_atoms,60.9433,77.2333,22.7667,1
real_moleculenet_freesolv,development,209121,optimize_for_aromatic_compounds,69.6066,77.2333,22.7667,1
real_moleculenet_freesolv,development,209121,branching_effect_on_hydration,66.4866,77.2333,22.7667,1
real_moleculenet_freesolv,development,209121,counter_hypothesis_on_double_bonds,68.2133,77.2333,22.7667,1
real_moleculenet_freesolv,development,209121,maximize_hydration_with_ring_structures,42.0533,47.6333,52.3667,0
real_moleculenet_freesolv,development,209121,low_semantic_mass_for_hydration,62.2866,77.2333,22.7667,1
real_moleculenet_freesolv,development,209122,maximize_hydration_affinity_with_short_smiles,52.6033,69.4333,30.5667,1
real_moleculenet_freesolv,development,209122,downweight_high_hetero_atoms,69.5466,77.2333,22.7667,1
real_moleculenet_freesolv,development,209122,optimize_for_aromatic_compounds,74.5833,77.2333,22.7667,1
real_moleculenet_freesolv,development,209122,branching_effect_on_hydration,69.5933,77.2333,22.7667,1
real_moleculenet_freesolv,development,209122,counter_hypothesis_on_double_bonds,73.3833,77.2333,22.7667,1
real_moleculenet_freesolv,development,209122,maximize_hydration_with_ring_structures,82.1967,100.0,0.0,1
real_moleculenet_freesolv,development,209122,low_semantic_mass_for_hydration,68.5033,77.2333,22.7667,1
real_moleculenet_freesolv,development,209123,maximize_hydration_affinity_with_short_smiles,52.3666,69.4333,30.5667,1
real_moleculenet_freesolv,development,209123,downweight_high_hetero_atoms,72.46,77.2333,22.7667,1
real_moleculenet_freesolv,development,209123,optimize_for_aromatic_compounds,56.58,69.4333,30.5667,1
real_moleculenet_freesolv,development,209123,branching_effect_on_hydration,67.1666,77.2333,22.7667,1
real_moleculenet_freesolv,development,209123,counter_hypothesis_on_double_bonds,66.0133,71.4333,28.5667,1
real_moleculenet_freesolv,development,209123,maximize_hydration_with_ring_structures,75.63,85.0667,14.9333,1
real_moleculenet_freesolv,development,209123,low_semantic_mass_for_hydration,70.9166,77.2333,22.7667,1
real_moleculenet_freesolv,development,209124,maximize_hydration_affinity_with_short_smiles,60.5867,71.4333,28.5667,1
real_moleculenet_freesolv,development,209124,downweight_high_hetero_atoms,71.43,77.2333,22.7667,1
real_moleculenet_freesolv,development,209124,optimize_for_aromatic_compounds,76.8667,76.8667,23.1333,1
real_moleculenet_freesolv,development,209124,branching_effect_on_hydration,64.6133,77.2333,22.7667,1
real_moleculenet_freesolv,development,209124,counter_hypothesis_on_double_bonds,69.2133,71.4333,28.5667,1
real_moleculenet_freesolv,development,209124,maximize_hydration_with_ring_structures,76.8667,76.8667,23.1333,1
real_moleculenet_freesolv,development,209124,low_semantic_mass_for_hydration,69.43,71.4333,28.5667,1
real_moleculenet_freesolv,development,209125,maximize_hydration_affinity_with_short_smiles,48.6233,50.7333,49.2667,0
real_moleculenet_freesolv,development,209125,downweight_high_hetero_atoms,72.46,77.2333,22.7667,1
real_moleculenet_freesolv,development,209125,optimize_for_aromatic_compounds,47.5533,49.4,50.6,0
real_moleculenet_freesolv,development,209125,branching_effect_on_hydration,56.41,77.2333,22.7667,1
real_moleculenet_freesolv,development,209125,counter_hypothesis_on_double_bonds,66.0133,71.4333,28.5667,1
real_moleculenet_freesolv,development,209125,maximize_hydration_with_ring_structures,51.4,53.8,46.2,0
real_moleculenet_freesolv,development,209125,low_semantic_mass_for_hydration,59.5033,100.0,0.0,1
real_moleculenet_freesolv,development,209126,maximize_hydration_affinity_with_short_smiles,50.4966,50.7333,49.2667,0
real_moleculenet_freesolv,development,209126,downweight_high_hetero_atoms,71.8933,77.2333,22.7667,1
real_moleculenet_freesolv,development,209126,optimize_for_aromatic_compounds,67.0,76.8667,23.1333,1
real_moleculenet_freesolv,development,209126,branching_effect_on_hydration,61.63,77.2333,22.7667,1
real_moleculenet_freesolv,development,209126,counter_hypothesis_on_double_bonds,71.4333,71.4333,28.5667,1
real_moleculenet_freesolv,development,209126,maximize_hydration_with_ring_structures,66.9,76.8667,23.1333,1
real_moleculenet_freesolv,development,209126,low_semantic_mass_for_hydration,48.3067,50.7333,49.2667,0
real_moleculenet_freesolv,development,209127,maximize_hydration_affinity_with_short_smiles,95.4,95.4,4.6,1
real_moleculenet_freesolv,development,209127,downweight_high_hetero_atoms,95.4,95.4,4.6,1
real_moleculenet_freesolv,development,209127,optimize_for_aromatic_compounds,95.4,95.4,4.6,1
real_moleculenet_freesolv,development,209127,branching_effect_on_hydration,95.86,100.0,0.0,1
real_moleculenet_freesolv,development,209127,counter_hypothesis_on_double_bonds,95.4,95.4,4.6,1
real_moleculenet_freesolv,development,209127,maximize_hydration_with_ring_structures,99.08,100.0,0.0,1
real_moleculenet_freesolv,development,209127,low_semantic_mass_for_hydration,100.0,100.0,0.0,1
real_moleculenet_freesolv,development,209128,maximize_hydration_affinity_with_short_smiles,54.5433,77.2333,22.7667,1
real_moleculenet_freesolv,development,209128,downweight_high_hetero_atoms,73.1066,77.2333,22.7667,1
real_moleculenet_freesolv,development,209128,optimize_for_aromatic_compounds,67.0,76.8667,23.1333,1
real_moleculenet_freesolv,development,209128,branching_effect_on_hydration,67.56,77.2333,22.7667,1
real_moleculenet_freesolv,development,209128,counter_hypothesis_on_double_bonds,71.4333,71.4333,28.5667,1
real_moleculenet_freesolv,development,209128,maximize_hydration_with_ring_structures,67.4667,76.8667,23.1333,1
real_moleculenet_freesolv,development,209128,low_semantic_mass_for_hydration,59.2267,71.4333,28.5667,1
real_moleculenet_freesolv,development,209129,maximize_hydration_affinity_with_short_smiles,50.2733,50.7333,49.2667,0
real_moleculenet_freesolv,development,209129,downweight_high_hetero_atoms,71.4733,77.2333,22.7667,1
real_moleculenet_freesolv,development,209129,optimize_for_aromatic_compounds,51.1934,53.3667,46.6333,0
real_moleculenet_freesolv,development,209129,branching_effect_on_hydration,63.51,77.2333,22.7667,1
real_moleculenet_freesolv,development,209129,counter_hypothesis_on_double_bonds,70.41,76.8667,23.1333,1
real_moleculenet_freesolv,development,209129,maximize_hydration_with_ring_structures,79.0,100.0,0.0,1
real_moleculenet_freesolv,development,209129,low_semantic_mass_for_hydration,55.69,58.8,41.2,0
real_moleculenet_freesolv,evaluation,219100,maximize_hydration_affinity_with_short_smiles,56.5,56.5,43.5,0
real_moleculenet_freesolv,evaluation,219100,downweight_high_hetero_atoms,73.0866,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219100,optimize_for_aromatic_compounds,72.7934,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219100,branching_effect_on_hydration,72.82,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219100,counter_hypothesis_on_double_bonds,67.72,71.4333,28.5667,1
real_moleculenet_freesolv,evaluation,219100,maximize_hydration_with_ring_structures,80.4967,100.0,0.0,1
real_moleculenet_freesolv,evaluation,219100,low_semantic_mass_for_hydration,69.2,71.4333,28.5667,1
real_moleculenet_freesolv,evaluation,219100,gp_ucb,67.03,68.2,31.8,0
real_moleculenet_freesolv,evaluation,219101,maximize_hydration_affinity_with_short_smiles,47.0133,50.7333,49.2667,0
real_moleculenet_freesolv,evaluation,219101,downweight_high_hetero_atoms,48.0534,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219101,optimize_for_aromatic_compounds,57.6134,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219101,branching_effect_on_hydration,63.8866,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219101,counter_hypothesis_on_double_bonds,61.3267,71.4333,28.5667,1
real_moleculenet_freesolv,evaluation,219101,maximize_hydration_with_ring_structures,55.2634,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219101,low_semantic_mass_for_hydration,57.2033,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219101,gp_ucb,47.25,68.2,31.8,0
real_moleculenet_freesolv,evaluation,219102,maximize_hydration_affinity_with_short_smiles,51.7466,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219102,downweight_high_hetero_atoms,72.46,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219102,optimize_for_aromatic_compounds,76.8667,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219102,branching_effect_on_hydration,72.5533,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219102,counter_hypothesis_on_double_bonds,68.69,71.4333,28.5667,1
real_moleculenet_freesolv,evaluation,219102,maximize_hydration_with_ring_structures,76.8667,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219102,low_semantic_mass_for_hydration,100.0,100.0,0.0,1
real_moleculenet_freesolv,evaluation,219102,gp_ucb,94.1533,100.0,0.0,1
real_moleculenet_freesolv,evaluation,219103,maximize_hydration_affinity_with_short_smiles,52.6033,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219103,downweight_high_hetero_atoms,67.6867,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219103,optimize_for_aromatic_compounds,51.6267,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219103,branching_effect_on_hydration,72.5533,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219103,counter_hypothesis_on_double_bonds,65.5867,71.4333,28.5667,1
real_moleculenet_freesolv,evaluation,219103,maximize_hydration_with_ring_structures,51.6267,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219103,low_semantic_mass_for_hydration,53.5567,71.4333,28.5667,1
real_moleculenet_freesolv,evaluation,219103,gp_ucb,66.3066,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219104,maximize_hydration_affinity_with_short_smiles,56.5,56.5,43.5,0
real_moleculenet_freesolv,evaluation,219104,downweight_high_hetero_atoms,73.0866,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219104,optimize_for_aromatic_compounds,72.7934,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219104,branching_effect_on_hydration,74.1133,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219104,counter_hypothesis_on_double_bonds,75.16,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219104,maximize_hydration_with_ring_structures,72.7934,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219104,low_semantic_mass_for_hydration,62.5266,64.0333,35.9667,0
real_moleculenet_freesolv,evaluation,219104,gp_ucb,63.0566,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219105,maximize_hydration_affinity_with_short_smiles,50.2533,50.7333,49.2667,0
real_moleculenet_freesolv,evaluation,219105,downweight_high_hetero_atoms,72.46,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219105,optimize_for_aromatic_compounds,69.8167,76.8667,23.1333,1
real_moleculenet_freesolv,evaluation,219105,branching_effect_on_hydration,70.5633,77.2333,22.7667,1
real_moleculenet_freesolv,evaluation,219105,counter_hypothesis_on_double_bonds,66.0133,71.4333,28.5667,1
real_moleculenet_freesolv,evaluation,219105,maximize_hydration_with_ring_structures,84.5167,100.0,0.0,1
real_moleculenet_freesolv,evaluation,219105,low_semantic_mass_for_hydration,52.2167,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219105,gp_ucb,51.8333,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219106,maximize_hydration_affinity_with_short_smiles,53.3333,53.3333,46.6667,0
real_moleculenet_freesolv,evaluation,219106,downweight_high_hetero_atoms,53.3667,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219106,optimize_for_aromatic_compounds,53.3667,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219106,branching_effect_on_hydration,53.35,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219106,counter_hypothesis_on_double_bonds,53.3667,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219106,maximize_hydration_with_ring_structures,53.3667,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219106,low_semantic_mass_for_hydration,53.3333,53.3333,46.6667,0
real_moleculenet_freesolv,evaluation,219106,gp_ucb,53.65,56.5,43.5,0
real_moleculenet_freesolv,evaluation,219107,maximize_hydration_affinity_with_short_smiles,52.4566,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219107,downweight_high_hetero_atoms,53.03,53.3667,46.6333,0
real_moleculenet_freesolv,evaluation,219107,optimize_for_aromatic_compounds,53.8433,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219107,branching_effect_on_hydration,58.0666,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219107,counter_hypothesis_on_double_bonds,53.0734,53.8,46.2,0
real_moleculenet_freesolv,evaluation,219107,maximize_hydration_with_ring_structures,58.2133,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219107,low_semantic_mass_for_hydration,58.14,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219107,gp_ucb,54.0333,69.4333,30.5667,1
real_moleculenet_freesolv,evaluation,219108,maximize_hydration_affinity_with_short_smiles,43.9167,50.7333,49.2667,0
