dataset_id,menu_id,seed,menu_size,selected_public_candidate_id,selected_candidate_id,selected_value,random_expected_value,random_realized_candidate_id,random_realized_value,space_filling_candidate_id,space_filling_value,oracle_value,llm_minus_random_expected,llm_minus_random_realized,llm_minus_space_filling,rank,percentile,top_quartile_hit,top_one_hit,hypothesis,reason,confidence
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-010,83010,12,option_11,baumgartner_suzuki_minlp2_024,85.4755,39.309125,baumgartner_suzuki_minlp2_014,0.0001,baumgartner_suzuki_minlp2_014,0.0001,100.0,46.166375,85.4754,85.4754,2,0.90909091,True,False,"XPhos-based Pd precatalyst at maximum temperature (110 °C), long residence time (~574 s) and highest catalyst loading (2.5 mol%) will give the highest conversion for the 3-chloropyridine Suzuki coupling.","Aryl chlorides, especially heteroaryl chlorides, require bulky electron-rich biarylphosphines (XPhos) for efficient oxidative addition; the XPhos Pd precatalyst combined with the highest temperature, longest time and highest loading maximizes turnover before catalyst deactivation matters in flow.",0.66
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-011,83011,12,option_10,baumgartner_suzuki_minlp2_048,80.4447,36.07644167,baumgartner_suzuki_minlp2_014,0.0001,baumgartner_suzuki_minlp2_007,0.0001,81.9713,44.36825833,80.4446,80.4446,3,0.81818182,True,False,"P2L1 XPhos Cl at 108.5 °C, ~246 s, 1.1 mol% will outperform SPhos/PPh3/PtBu3/XantPhos options.","XPhos ligand systems are the best-known catalysts for chloro-heteroarene Suzuki couplings, and near-maximal temperature with moderate residence time gives near-complete conversion; SPhos and especially PPh3/XantPhos are much less active toward Ar–Cl.",0.62
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-012,83012,12,option_06,baumgartner_suzuki_minlp2_051,78.4935,43.40875833,baumgartner_suzuki_minlp2_036,5.1713,baumgartner_suzuki_minlp2_014,0.0001,100.0,35.08474167,73.3222,78.4934,5,0.63636364,False,False,"XPhos precatalyst at 82 °C with long residence time (~612 s) and 2.5 mol% loading will reach the highest yield, balancing high conversion against thermal decomposition at 110 °C.","Long residence time plus high catalyst loading compensates for the slightly lower temperature, while avoiding protodeboronation/decomposition that can cap yield at 110 °C; XPhos remains the most active ligand for the chloropyridine substrate.",0.55
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-013,83013,12,option_05,baumgartner_suzuki_minlp2_050,83.3261,28.44845833,baumgartner_suzuki_minlp2_011,2.4686,baumgartner_suzuki_minlp2_003,0.0001,83.3261,54.87764167,80.8575,83.326,1,1.0,True,True,"XPhos Cl precatalyst at 85.6 °C, ~515 s, 1.5 mol% gives the top yield in this menu.",Combines the most active ligand class for aryl chlorides with ample residence time and moderate loading at a temperature high enough for fast oxidative addition but below the regime where boronic acid decomposition erodes yield.,0.56
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-014,83014,12,option_11,baumgartner_suzuki_minlp2_024,85.4755,14.59401667,baumgartner_suzuki_minlp2_031,29.5329,baumgartner_suzuki_minlp2_003,0.0001,85.4755,70.88148333,55.9426,85.4754,1,1.0,True,True,"P2L1 XPhos Cl at 110 °C, ~574 s, 2.5 mol% will give the highest yield among these mostly low-activity ligand/low-loading options.","This is the only option pairing the XPhos precatalyst with both maximum temperature and maximum loading and long residence time; alternatives use weak ligands for Ar–Cl (PPh3, XantPhos, SPhos) or very low temperature.",0.68
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-015,83015,12,option_04,baumgartner_suzuki_minlp2_059,84.6157,34.78001667,baumgartner_suzuki_minlp2_042,79.641,baumgartner_suzuki_minlp2_014,0.0001,85.2753,49.83568333,4.9747,84.6156,2,0.90909091,True,False,"For the deactivated 3-chloropyridine coupling, the bulky electron-rich XPhos-based Pd(II) precatalyst (P2L1) at near-maximal temperature, high loading and long residence time gives the highest yield; low-temperature or PPh3/XantPhos/PCy3 options should underperform.","Oxidative addition into an aryl chloride is rate-limiting and requires a bulky, strongly donating biaryl phosphine; XPhos precatalysts are best-in-class here. 93 C with ~610 s and 2.4 mol% maximizes conversion while limiting thermal decomposition risk.",0.6
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-016,83016,12,option_06,baumgartner_suzuki_minlp2_024,85.4755,43.71683333,baumgartner_suzuki_minlp2_031,29.5329,baumgartner_suzuki_minlp2_016,1.1938,100.0,41.75866667,55.9426,84.2817,2,0.90909091,True,False,"P2L1 XPhos Cl at 110 C, ~574 s, 2.5 mol% should convert the aryl chloride nearly completely and outperform lower-temperature, shorter-time, or low-loading XPhos points and the PPh3/SPhos/RuPhos alternatives.","This candidate combines the best ligand class for aryl chlorides with the maximum of every rate-controlling variable (temperature, residence time, catalyst loading), which should drive the sluggish oxidative addition to completion.",0.62
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-017,83017,12,option_09,baumgartner_suzuki_minlp2_024,85.4755,35.813075,baumgartner_suzuki_minlp2_034,29.4572,baumgartner_suzuki_minlp2_009,2.7931,85.4755,49.662425,56.0183,82.6824,1,1.0,True,True,"The Pd(II)-XPhos precatalyst (P2L1) at 110 C with long residence time and high loading should exceed the P1-OMs precatalysts bearing SPhos, RuPhos, PCy3, PtBu3 or XPhos ligands.",Aryl chloride activation needs both maximal thermal driving force and an efficiently activated bulky biaryl-phosphine Pd source; this is the only option pairing P2L1 XPhos with both max temperature and near-max time/loading.,0.6
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-018,83018,12,option_08,baumgartner_suzuki_minlp2_059,84.6157,30.11374167,baumgartner_suzuki_minlp2_043,17.8635,baumgartner_suzuki_minlp2_007,0.0001,84.6157,54.50195833,66.7522,84.6156,1,1.0,True,True,"P2L1 XPhos Cl at 93 C with ~610 s and 2.4 mol% should give the highest yield in this menu, beating shorter-time XPhos points and all XantPhos/SPhos/PPh3/PtBu3 entries.","Among the XPhos options here this has by far the longest residence time and highest catalyst loading at a still-high temperature, maximizing turnover for the slow oxidative addition; wide-bite-angle XantPhos and PPh3 are poor ligands for chloropyridine coupling.",0.58
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-019,83019,12,option_11,baumgartner_suzuki_minlp2_053,79.7951,40.72270833,baumgartner_suzuki_minlp2_009,2.7931,baumgartner_suzuki_minlp2_000,4.781,80.6121,39.07239167,77.002,75.0141,2,0.90909091,True,False,"P2L1 XPhos Cl at 103 C with ~264 s residence time and ~1.3 mol% Pd should outperform the shorter-time XPhos point and all P1-OMs precatalysts (PtBu3, PPh3, PCy3, XPhos OMs) in this menu.","The XPhos Pd(II) chloride precatalyst is the most reliable system for activating the chloro(hetero)arene, and this point pairs a high temperature with a residence time long enough (~4.4 min) to approach full conversion, whereas the hotter alternative allows only ~2.5 min.",0.5
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-020,83020,12,option_00,baumgartner_suzuki_minlp2_039,80.6121,22.80295833,baumgartner_suzuki_minlp2_039,80.6121,baumgartner_suzuki_minlp2_009,2.7931,85.2753,57.80914167,0.0,77.819,2,0.90909091,True,False,"For oxidative addition into a deactivated heteroaryl chloride, a bulky electron-rich biarylphosphine (XPhos) precatalyst at high temperature (~104 C), high Pd loading (2.5%), and a few minutes residence time should give the highest conversion in this menu.","3-Chloropyridine is a difficult C-Cl electrophile; XPhos-type Pd precatalysts are the canonical high-activity choice, and the combination of near-maximal temperature, maximal catalyst fraction, and intermediate (~4 min) residence time balances fast oxidative addition with limited protodehalogenation/catalyst decay. Alternatives here are either low temperature (30 C, kinetically dead), poor ligands for aryl chlorides (PPh3, XantPhos), or high temperature with very short time and lower loading.",0.55
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-021,83021,12,option_09,baumgartner_suzuki_minlp2_039,80.6121,35.60284167,baumgartner_suzuki_minlp2_022,30.5586,baumgartner_suzuki_minlp2_021,0.0001,83.3261,45.00925833,50.0535,80.612,3,0.81818182,True,False,The XPhos mesylate precatalyst at ~104 C with 2.5% Pd and ~235 s should outperform lower-temperature or non-biarylphosphine options for this aryl chloride coupling.,"Same rationale as before: XPhos gives the fastest oxidative addition for chloropyridines, and the G3-type mesylate precatalyst activates cleanly at high temperature. Competing options are either at 30 C, use PPh3/PCy3 (weak for ArCl), or run XPhos-Cl at 82-86 C where turnover should be slower.",0.45
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-022,83022,12,option_01,baumgartner_suzuki_minlp2_039,80.6121,24.27849167,baumgartner_suzuki_minlp2_015,0.0001,baumgartner_suzuki_minlp2_010,45.953,83.3261,56.33360833,80.612,34.6591,2,0.90909091,True,False,"XPhos OMs, 103.5 C, 235 s, 2.5% Pd will give higher yield than SPhos/RuPhos/XantPhos/PtBu3 variants in this menu.","Most of this menu is at 30 C (essentially no turnover for a chloroheteroarene) or uses ligands poorly suited to aryl chlorides. Among the hot, high-loading options, XPhos is the ligand with the broadest track record for chloropyridine Suzuki couplings.",0.5
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-023,83023,12,option_00,baumgartner_suzuki_minlp2_058,77.7115,37.68675833,baumgartner_suzuki_minlp2_041,33.9293,baumgartner_suzuki_minlp2_008,0.2544,79.7951,40.02474167,43.7822,77.4571,4,0.72727273,False,False,"XPhos Pd chloride precatalyst at ~95 C with an ~8.4 min residence time and ~1.2% Pd will reach near-complete conversion, beating shorter-time or cooler options.","No high-temperature P1L1 XPhos option is available here, so the next best is the XPhos-Cl precatalyst; the long residence time compensates for the moderate catalyst loading and slightly lower temperature, while staying below the regime where product/catalyst decomposition would erode yield.",0.42
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-024,83024,12,option_10,baumgartner_suzuki_minlp2_024,85.4755,34.64275833,baumgartner_suzuki_minlp2_022,30.5586,baumgartner_suzuki_minlp2_021,0.0001,85.4755,50.83274167,54.9169,85.4754,1,1.0,True,True,"XPhos Pd precatalyst at 110 C, 574 s, 2.5% Pd should maximize conversion of 3-chloropyridine among these candidates.","This point simultaneously maximizes temperature, residence time, and catalyst loading with the ligand class best suited to aryl chloride oxidative addition, so it should sit at or near the conversion ceiling; the other hot options use weaker ligands (XantPhos, PPh3, PCy3, SPhos) or much shorter contact times.",0.55
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-025,83025,12,option_04,baumgartner_suzuki_minlp2_057,78.0888,53.29785833,baumgartner_suzuki_minlp2_051,78.4935,baumgartner_suzuki_minlp2_017,0.0001,91.819,24.79094167,-0.4047,78.0887,4,0.72727273,False,False,"For the 3-chloropyridine coupling, a bulky biarylphosphine (XPhos) precatalyst at near-maximal temperature (~108 °C) with maximal catalyst fraction (2.5%) and intermediate residence time (~200 s) will give the highest yield in this menu; any option below ~90 °C or with ~0.5% loading will underperform it.","Aryl chlorides have a high oxidative-addition barrier, so yield should be dominated by temperature and active-catalyst concentration. This candidate maximizes both (107.6 °C, 0.025 fraction) with a residence time long enough to approach conversion plateau, and XPhos is the ligand class best suited to electron-poor heteroaryl chlorides.",0.6
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-026,83026,12,option_03,baumgartner_suzuki_minlp2_051,78.4935,22.93829167,baumgartner_suzuki_minlp2_015,0.0001,baumgartner_suzuki_minlp2_052,76.512,81.9713,55.55520833,78.4934,1.9815,2,0.90909091,True,False,"With no option combining high temperature AND long residence time at high loading, the 82 °C / 612 s / 2.5% XPhos point will out-yield the 108 °C / 78 s / 2.5% point, i.e. the thermal-time product (not temperature alone) controls conversion here.","Assuming roughly a doubling of rate per 10 °C, the ~26 °C deficit costs ~6x in rate while the ~7.8x longer residence time more than compensates, so total turnover should be higher. It also keeps the preferred XPhos precatalyst and maximal loading, and avoids the 30 °C options that should barely convert an aryl chloride.",0.5
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-027,83027,12,option_06,baumgartner_suzuki_minlp2_057,78.0888,49.76119167,baumgartner_suzuki_minlp2_038,41.6742,baumgartner_suzuki_minlp2_009,2.7931,100.0,28.32760833,36.4146,75.2957,5,0.63636364,False,False,"107.6 °C with 204 s at 2.5% XPhos Cl precatalyst will exceed both the shorter 78 s high-temperature point and the cooler 89.6 °C / 404 s point, indicating conversion is not yet saturated at 78 s but is near-complete by ~200 s.","It sits at the joint optimum of the three drivers: top-of-range temperature, maximal precatalyst fraction, and a residence time long enough that the reaction should approach its plateau. Relative to the 89.6 °C alternative, the ~18 °C gain should outweigh the halved residence time.",0.6
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-028,83028,12,option_06,baumgartner_suzuki_minlp2_048,80.4447,24.04461667,baumgartner_suzuki_minlp2_032,0.0001,baumgartner_suzuki_minlp2_001,0.0001,80.4447,56.40008333,80.4446,80.4446,1,1.0,True,True,"At 108.5 °C, 246 s of residence at 1.1% XPhos Cl will match or beat 78 s at 2.5% loading, i.e. residence time is more limiting than catalyst loading in this regime.","Both remaining strong options use the same precatalyst at essentially the same temperature; the integrated catalyst-time exposure is larger for the 246 s point (0.011 x 246 vs 0.025 x 78). If catalyst decomposition is slow at these loadings, the longer contact time should convert more starting material.",0.5
real_baumgartner_suzuki_minlp2,real_baumgartner_suzuki_minlp2-menu-029,83029,12,option_06,baumgartner_suzuki_minlp2_057,78.0888,31.70625,baumgartner_suzuki_minlp2_001,0.0001,baumgartner_suzuki_minlp2_008,0.2544,100.0,46.38255,78.0887,77.8344,3,0.81818182,True,False,"The 107.6 °C / 204 s / 2.5% XPhos Cl condition will give the top yield in this menu, outperforming the PtBu3 and PCy3 trialkylphosphine options at comparable temperature.","It again combines maximal loading with near-maximal temperature and a residence time in the plateau region, while using the biarylphosphine precatalyst expected to be most robust toward a chlorinated pyridine substrate; the alternatives either drop to 30 °C, cut loading fivefold, or switch to ligands (XantPhos, PPh3) poorly matched to aryl chloride activation.",0.6
