case_id,round_index,observed_count,unrevealed_count,changed_hidden_labels,public_candidate_fingerprint_equal,source_prior_equal,candidate_menu_invariant,menu_diagnostics_invariant,llm_prompt_invariant,saved_prompt_declared_hash_valid,pass
baumgartner_aniline_to_phenethylamine_tbubrettphos,6,9,25,25,True,True,True,True,True,True,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,7,10,24,24,True,True,True,True,True,True,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,8,11,23,21,True,True,True,True,True,True,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,9,12,22,22,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,0,3,13,10,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,1,4,12,12,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,2,5,11,11,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,3,6,10,9,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,4,7,9,8,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,5,8,8,7,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,6,9,7,6,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,7,10,6,5,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,8,11,5,2,True,True,True,True,True,True,True
baumgartner_benzamide_tbubrettphos_to_alphos,9,12,4,3,True,True,True,True,True,True,True
reizman_cases_123_to_case4,0,3,94,94,True,True,True,True,True,True,True
reizman_cases_123_to_case4,1,4,93,92,True,True,True,True,True,True,True
reizman_cases_123_to_case4,2,5,92,90,True,True,True,True,True,True,True
reizman_cases_123_to_case4,3,6,91,90,True,True,True,True,True,True,True
reizman_cases_123_to_case4,4,7,90,89,True,True,True,True,True,True,True
reizman_cases_123_to_case4,5,8,89,89,True,True,True,True,True,True,True
reizman_cases_123_to_case4,6,9,88,86,True,True,True,True,True,True,True
reizman_cases_123_to_case4,7,10,87,87,True,True,True,True,True,True,True
reizman_cases_123_to_case4,8,11,86,85,True,True,True,True,True,True,True
reizman_cases_123_to_case4,9,12,85,85,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,0,3,639,636,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,1,4,638,638,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,2,5,637,636,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,3,6,636,635,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,4,7,635,634,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,5,8,634,633,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,6,9,633,633,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,7,10,632,632,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,8,11,631,630,True,True,True,True,True,True,True
molecular_lipophilicity_to_freesolv,9,12,630,628,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,0,3,10984,10867,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,1,4,10983,10867,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,2,5,10982,10857,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,3,6,10981,10872,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,4,7,10980,10874,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,5,8,10979,10867,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,6,9,10978,10839,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,7,10,10977,10849,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,8,11,10976,10856,True,True,True,True,True,True,True
materials_bulk_to_shear_modulus,9,12,10975,10871,True,True,True,True,True,True,True
materials_phonons_to_perovskites,0,3,18925,18763,True,True,True,True,True,True,True
materials_phonons_to_perovskites,1,4,18924,18774,True,True,True,True,True,True,True
materials_phonons_to_perovskites,2,5,18923,18748,True,True,True,True,True,True,True
materials_phonons_to_perovskites,3,6,18922,18740,True,True,True,True,True,True,True
materials_phonons_to_perovskites,4,7,18921,18750,True,True,True,True,True,True,True
materials_phonons_to_perovskites,5,8,18920,18781,True,True,True,True,True,True,True
materials_phonons_to_perovskites,6,9,18919,18745,True,True,True,True,True,True,True
materials_phonons_to_perovskites,7,10,18918,18751,True,True,True,True,True,True,True
materials_phonons_to_perovskites,8,11,18917,18751,True,True,True,True,True,True,True
materials_phonons_to_perovskites,9,12,18916,18766,True,True,True,True,True,True,True
materials_expt_gap_to_steels,0,3,309,309,True,True,True,True,True,True,True
materials_expt_gap_to_steels,1,4,308,307,True,True,True,True,True,True,True
materials_expt_gap_to_steels,2,5,307,306,True,True,True,True,True,True,True
materials_expt_gap_to_steels,3,6,306,305,True,True,True,True,True,True,True
materials_expt_gap_to_steels,4,7,305,305,True,True,True,True,True,True,True
materials_expt_gap_to_steels,5,8,304,302,True,True,True,True,True,True,True
materials_expt_gap_to_steels,6,9,303,300,True,True,True,True,True,True,True
materials_expt_gap_to_steels,7,10,302,301,True,True,True,True,True,True,True
materials_expt_gap_to_steels,8,11,301,301,True,True,True,True,True,True,True
materials_expt_gap_to_steels,9,12,300,298,True,True,True,True,True,True,True
molecular_freesolv_to_bace,0,3,1510,1499,True,True,True,True,True,True,True
molecular_freesolv_to_bace,1,4,1509,1505,True,True,True,True,True,True,True
molecular_freesolv_to_bace,2,5,1508,1500,True,True,True,True,True,True,True
molecular_freesolv_to_bace,3,6,1507,1498,True,True,True,True,True,True,True
molecular_freesolv_to_bace,4,7,1506,1496,True,True,True,True,True,True,True
molecular_freesolv_to_bace,5,8,1505,1499,True,True,True,True,True,True,True
molecular_freesolv_to_bace,6,9,1504,1497,True,True,True,True,True,True,True
molecular_freesolv_to_bace,7,10,1503,1499,True,True,True,True,True,True,True
molecular_freesolv_to_bace,8,11,1502,1498,True,True,True,True,True,True,True
molecular_freesolv_to_bace,9,12,1501,1496,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,0,3,132749,132747,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,1,4,132748,132748,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,2,5,132747,132746,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,3,6,132746,132745,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,4,7,132745,132743,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,5,8,132744,132743,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,6,9,132743,132741,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,7,10,132742,132741,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,8,11,132741,132741,True,True,True,True,True,True,True
materials_perovskites_to_mp_e_form,9,12,132740,132739,True,True,True,True,True,True,True
