case_id,domain,evidence_tier,round_index,model,selected_candidate,selected_by,gp_rank_at_selection,llm_probability,gp_probability,gp_probability_source,current_best_before_reveal,expected_outcome,revealed_value,realized_improvement,realized_gain,absolute_expected_outcome_error,llm_brier,gp_brier,llm_minus_gp_brier
materials_expt_gap_to_dielectric,materials_property,retrospective_development,2,anthropic/claude-opus-4-8,real_matbench_dielectric_04137,llm_critic,1,0.31,0.307436,recorded,59.5114,57.9938,49.8471,0,0.0,8.146700000000003,0.0961,0.09451689409599999,0.001583105904000015
materials_expt_gap_to_dielectric,materials_property,retrospective_development,3,anthropic/claude-opus-4-8,real_matbench_dielectric_00386,llm_critic,1,0.094,0.093822,recorded,59.5114,42.8747,34.0051,0,0.0,8.869599999999998,0.008836,0.008802567684,3.343231600000038e-05
materials_expt_gap_to_dielectric,materials_property,retrospective_development,4,anthropic/claude-opus-4-8,real_matbench_dielectric_03329,llm_critic,1,0.057,0.056977,recorded,59.5114,40.5191,34.207,0,0.0,6.312100000000001,0.003249,0.003246378529,2.6214710000002465e-06
materials_expt_gap_to_dielectric,materials_property,retrospective_development,5,anthropic/claude-opus-4-8,real_matbench_dielectric_02508,llm_critic,4,0.027,0.027064,recorded,59.5114,37.9487,27.6526,0,0.0,10.296100000000003,0.0007289999999999999,0.000732460096,-3.4600960000001017e-06
materials_expt_gap_to_dielectric,materials_property,retrospective_development,6,anthropic/claude-opus-4-8,real_matbench_dielectric_01210,llm_critic,3,0.02,0.018587,recorded,59.5114,37.0629,47.7143,0,0.0,10.651400000000002,0.0004,0.000345476569,5.452343100000002e-05
materials_expt_gap_to_dielectric,materials_property,retrospective_development,7,anthropic/claude-opus-4-8,real_matbench_dielectric_00165,llm_critic,1,0.05,0.038208,recorded,59.5114,42.63,36.5388,0,0.0,6.091200000000001,0.0025000000000000005,0.0014598512639999999,0.0010401487360000006
materials_expt_gap_to_dielectric,materials_property,retrospective_development,8,anthropic/claude-opus-4-8,real_matbench_dielectric_00765,llm_critic,4,0.07,0.019646,recorded,59.5114,39.03,34.8286,0,0.0,4.2014,0.004900000000000001,0.00038596531600000003,0.004514034684000001
materials_expt_gap_to_dielectric,materials_property,retrospective_development,9,anthropic/claude-opus-4-8,real_matbench_dielectric_01980,llm_critic,1,0.03,0.024812,recorded,59.5114,38.59,40.249,0,0.0,1.658999999999999,0.0009,0.000615635344,0.00028436465599999993
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,0,anthropic/claude-opus-4-8,real_matbench_log_kvrh_05397,llm_critic,1,0.26,0.256424,recorded,70.2403,67.6144,70.0124,0,0.0,2.397999999999996,0.06760000000000001,0.06575326777599999,0.0018467322240000167
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,1,anthropic/claude-opus-4-8,real_matbench_log_kvrh_02292,llm_critic,1,0.281,0.281165,recorded,70.2403,67.4082,50.1717,0,0.0,17.236499999999992,0.07896100000000002,0.079053757225,-9.275722499997585e-05
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,2,anthropic/claude-opus-4-8,real_matbench_log_kvrh_04417,llm_critic,1,0.285,0.28484,recorded,70.2403,66.8132,60.4304,0,0.0,6.382799999999996,0.08122499999999999,0.08113382559999999,9.117440000000476e-05
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,3,anthropic/claude-opus-4-8,real_matbench_log_kvrh_10514,llm_critic,2,0.31,0.264895,recorded,70.2403,66.9749,73.2886,1,3.0482999999999976,6.313699999999997,0.4760999999999999,0.5403793610250001,-0.06427936102500015
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,4,anthropic/claude-opus-4-8,real_matbench_log_kvrh_10115,llm_critic,1,0.243,0.243357,recorded,73.2886,68.826,64.314,0,0.0,4.5120000000000005,0.059049,0.059222629448999996,-0.00017362944899999844
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,5,anthropic/claude-opus-4-8,real_matbench_log_kvrh_03909,llm_critic,3,0.197,0.19688,recorded,73.2886,67.95,62.883,0,0.0,5.067,0.038809,0.0387617344,4.7265600000005736e-05
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,6,anthropic/claude-opus-4-8,real_matbench_log_kvrh_10918,llm_critic,3,0.314,0.314259,recorded,73.2886,72.16,70.6858,0,0.0,1.4741999999999962,0.098596,0.09875871908100001,-0.00016271908100000398
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,7,anthropic/claude-opus-4-8,real_matbench_log_kvrh_02633,llm_critic,1,0.107,0.106902,recorded,73.2886,66.0,64.6506,0,0.0,1.3494000000000028,0.011448999999999999,0.011428037604,2.0962395999999522e-05
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,8,anthropic/claude-opus-4-8,real_matbench_log_kvrh_03081,llm_critic,1,0.084,0.083813,recorded,73.2886,64.5,52.6595,0,0.0,11.840499999999999,0.007056000000000001,0.007024618969,3.1381031000000774e-05
materials_phonons_to_bulk_modulus,materials_property,retrospective_development,9,anthropic/claude-opus-4-8,real_matbench_log_kvrh_09686,llm_critic,1,0.16,0.161377,recorded,73.2886,72.08,73.1042,0,0.0,1.0242000000000075,0.0256,0.026042536128999996,-0.00044253612899999503
materials_dielectric_to_jdft2d,materials_property,retrospective_development,0,anthropic/claude-opus-4-8,real_matbench_jdft2d_00113,llm_critic,1,0.28,0.285885,recorded,94.039,91.4,90.1786,0,0.0,1.2214000000000027,0.07840000000000001,0.081730233225,-0.0033302332249999927
materials_dielectric_to_jdft2d,materials_property,retrospective_development,1,anthropic/claude-opus-4-8,real_matbench_jdft2d_00557,llm_critic,1,0.28,0.300492,recorded,94.039,91.8,94.7542,1,0.7151999999999958,2.9542,0.5184,0.489311442064,0.02908855793599996
materials_dielectric_to_jdft2d,materials_property,retrospective_development,2,anthropic/claude-opus-4-8,real_matbench_jdft2d_00236,llm_critic,5,0.32,0.302294,recorded,94.7542,92.62,90.766,0,0.0,1.8539999999999992,0.1024,0.091381662436,0.011018337564000003
materials_dielectric_to_jdft2d,materials_property,retrospective_development,3,anthropic/claude-opus-4-8,real_matbench_jdft2d_00035,llm_critic,1,0.26,0.256289,recorded,94.7542,91.69,59.9343,0,0.0,31.755699999999997,0.06760000000000001,0.065684051521,0.001915948479000007
materials_dielectric_to_jdft2d,materials_property,retrospective_development,4,anthropic/claude-opus-4-8,real_matbench_jdft2d_00556,llm_critic,2,0.38,0.365358,recorded,94.7542,91.7238,92.5997,0,0.0,0.8759000000000015,0.1444,0.133486468164,0.010913531835999996
materials_dielectric_to_jdft2d,materials_property,retrospective_development,5,anthropic/claude-opus-4-8,real_matbench_jdft2d_00600,llm_critic,3,0.33,0.325422,recorded,94.7542,90.8843,94.4333,0,0.0,3.5490000000000066,0.10890000000000001,0.10589947808399999,0.003000521916000018
materials_dielectric_to_jdft2d,materials_property,retrospective_development,6,anthropic/claude-opus-4-8,real_matbench_jdft2d_00459,llm_critic,3,0.33,0.324518,recorded,94.7542,90.9181,89.642,0,0.0,1.2760999999999996,0.10890000000000001,0.10531193232399998,0.003588067676000034
materials_dielectric_to_jdft2d,materials_property,retrospective_development,7,anthropic/claude-opus-4-8,real_matbench_jdft2d_00472,llm_critic,1,0.27,0.264261,recorded,94.7542,88.74,73.4392,0,0.0,15.300799999999995,0.0729,0.06983387612100002,0.003066123878999988
materials_dielectric_to_jdft2d,materials_property,retrospective_development,8,anthropic/claude-opus-4-8,real_matbench_jdft2d_00247,llm_critic,2,0.38,0.383417,recorded,94.7542,92.79,94.6247,0,0.0,1.834699999999998,0.1444,0.147008595889,-0.002608595889000004
materials_dielectric_to_jdft2d,materials_property,retrospective_development,9,anthropic/claude-opus-4-8,real_matbench_jdft2d_00481,llm_critic,3,0.28,0.295914,recorded,94.7542,90.47,96.6304,1,1.8761999999999972,6.160399999999996,0.5184,0.49573709539599997,0.022662904604
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,0,anthropic/claude-opus-4-8,real_matbench_mp_gap_01581,llm_critic,1,0.28,0.280595,recorded,75.5362,61.06,48.3963,0,0.0,12.663700000000006,0.07840000000000001,0.07873355402499999,-0.0003335540249999741
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,1,anthropic/claude-opus-4-8,real_matbench_mp_gap_53546,llm_critic,1,0.29,0.294388,recorded,75.5362,64.93,0.0,0,0.0,64.93,0.0841,0.08666429454399999,-0.0025642945439999926
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,2,anthropic/claude-opus-4-8,real_matbench_mp_gap_87754,llm_critic,4,0.22,0.229767,recorded,75.5362,58.94,37.2212,0,0.0,21.718799999999995,0.0484,0.052792874289,-0.0043928742890000025
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,3,anthropic/claude-opus-4-8,real_matbench_mp_gap_101465,llm_critic,1,0.15,0.150883,recorded,75.5362,52.84,36.56,0,0.0,16.28,0.0225,0.022765679688999996,-0.00026567968899999725
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,4,anthropic/claude-opus-4-8,real_matbench_mp_gap_05548,llm_critic,1,0.12,0.116456,recorded,75.5362,47.6,29.27,0,0.0,18.330000000000002,0.0144,0.013561999936000001,0.0008380000639999982
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,5,anthropic/claude-opus-4-8,real_matbench_mp_gap_00952,llm_critic,2,0.08,0.050602,recorded,75.5362,67.6,61.7938,0,0.0,5.806199999999997,0.0064,0.0025605624040000003,0.003839437596
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,6,anthropic/claude-opus-4-8,real_matbench_mp_gap_80836,llm_critic,1,0.07,0.073038,recorded,75.5362,43.16,0.1125,0,0.0,43.0475,0.004900000000000001,0.005334549444000001,-0.0004345494440000002
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,7,anthropic/claude-opus-4-8,real_matbench_mp_gap_67942,llm_critic,1,0.065,0.065473,recorded,75.5362,56.19,1.5112,0,0.0,54.678799999999995,0.0042250000000000005,0.004286713729,-6.171372899999982e-05
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,8,anthropic/claude-opus-4-8,real_matbench_mp_gap_69714,llm_critic,1,0.16,0.160042,recorded,75.5362,55.31,100.0,1,24.463800000000006,44.69,0.7055999999999999,0.705529441764,7.055823599988464e-05
materials_expt_gap_to_mp_gap,materials_property,retrospective_development,9,anthropic/claude-opus-4-8,real_matbench_mp_gap_06445,llm_critic,1,0.16,0.156671,recorded,100.0,77.41,71.6937,0,0.0,5.71629999999999,0.0256,0.024545802241000003,0.001054197758999998
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,0,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_004,llm_critic,1,0.28,0.210222,recorded,95.4395,78.0,71.269,0,0.0,6.7309999999999945,0.07840000000000001,0.044193289283999994,0.03420671071600002
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,1,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_012,llm_critic,2,0.24,0.118742,recorded,95.4395,72.0,84.0684,0,0.0,12.068399999999997,0.0576,0.014099662564,0.043500337436
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,2,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_015,llm_critic,1,0.27,0.265965,recorded,95.4395,78.0,93.1287,0,0.0,15.128699999999995,0.0729,0.070737381225,0.0021626187749999998
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,3,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_006,llm_critic,3,0.1,0.102016,recorded,95.4395,60.0,7.6267,0,0.0,52.3733,0.010000000000000002,0.010407264255999998,-0.00040726425599999644
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,4,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_010,llm_critic,4,0.12,0.057841,recorded,95.4395,55.0,97.4404,1,2.0009000000000015,42.4404,0.7744,0.887663581281,-0.113263581281
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,5,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_022,llm_critic,3,0.25,0.106946,recorded,97.4404,88.0,97.8787,1,0.43829999999999814,9.878699999999995,0.5625,0.797545446916,-0.23504544691600004
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,6,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_013,llm_critic,3,0.28,0.139705,recorded,97.8787,88.0,75.2105,0,0.0,12.789500000000004,0.07840000000000001,0.019517487025,0.05888251297500001
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,7,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_021,llm_critic,1,0.2,0.139786,recorded,97.8787,88.0,93.212,0,0.0,5.212000000000003,0.04000000000000001,0.019540125795999997,0.02045987420400001
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,8,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_020,llm_critic,3,0.32,0.082461,recorded,97.8787,91.0,97.2303,0,0.0,6.2303,0.1024,0.006799816521000001,0.095600183479
baumgartner_aniline_to_phenethylamine_alphos,reaction_optimization_cn,post_freeze_extension,9,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_alphos_000,llm_critic,2,0.0,0.122296,recorded,97.8787,0.0,98.5826,1,0.7039000000000044,98.5826,1.0,0.770364311616,0.22963568838399995
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,0,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_014,llm_critic,1,0.28,0.273783,recorded,17.3829,15.0,24.1167,1,6.733800000000002,9.116700000000002,0.5184,0.527391131089,-0.00899113108900007
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,1,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_024,llm_critic,1,0.33,0.247284,recorded,24.1167,21.3,5.3064,0,0.0,15.9936,0.10890000000000001,0.061149376656,0.04775062334400001
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,2,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_023,llm_critic,3,0.4,0.142203,recorded,24.1167,22.3,23.2289,0,0.0,0.9288999999999987,0.16000000000000003,0.020221693209,0.13977830679100003
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,3,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_009,llm_critic,1,0.21,0.209003,recorded,24.1167,19.1,25.8976,1,1.780899999999999,6.797599999999999,0.6241000000000001,0.625676254009,-0.0015762540089998556
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,4,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_027,llm_critic,2,0.14,0.126581,recorded,25.8976,19.1,20.0737,0,0.0,0.9736999999999973,0.019600000000000003,0.016022749561,0.0035772504390000036
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,5,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_029,llm_critic,1,0.14,0.119977,recorded,25.8976,19.3,11.0307,0,0.0,8.269300000000001,0.019600000000000003,0.014394480529,0.005205519471000003
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,6,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_020,llm_critic,1,0.1,0.101706,recorded,25.8976,18.25,8.1497,0,0.0,10.1003,0.010000000000000002,0.010344110436,-0.00034411043599999816
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,7,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_012,llm_critic,1,0.05,0.053137,recorded,25.8976,15.5,3.4104,0,0.0,12.0896,0.0025000000000000005,0.0028235407689999998,-0.0003235407689999993
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,8,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_013,llm_critic,1,0.0,0.048988,recorded,25.8976,0.0,15.5084,0,0.0,15.5084,0.0,0.0023998241439999995,-0.0023998241439999995
baumgartner_aniline_to_benzamide_tbuxphos,reaction_optimization_cn,post_freeze_extension,9,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_tbuxphos_001,llm_critic,4,0.05,0.012078,recorded,25.8976,15.5,6.9157,0,0.0,8.584299999999999,0.0025000000000000005,0.000145878084,0.0023541219160000005
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,0,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_028,llm_critic,1,0.34,0.342188,recorded,68.1051,62.7,65.7343,0,0.0,3.0343000000000018,0.11560000000000002,0.117092627344,-0.0014926273439999777
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,1,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_009,llm_critic,1,0.22,0.180344,recorded,68.1051,50.0,50.39,0,0.0,0.39000000000000057,0.0484,0.032523958336000004,0.015876041663999994
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,2,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_032,llm_critic,5,0.35,0.205937,recorded,68.1051,66.0,91.7667,1,23.661600000000007,25.7667,0.42250000000000004,0.630536047969,-0.20803604796899994
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,3,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_030,llm_critic,4,0.38,0.11001,recorded,91.7667,87.0,90.1239,0,0.0,3.123900000000006,0.1444,0.0121022001,0.1322977999
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,4,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_002,llm_critic,1,0.15,0.239659,recorded,91.7667,40.0,99.9296,1,8.162899999999993,59.92959999999999,0.7224999999999999,0.5781184362809999,0.14438156371900002
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,5,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_008,llm_critic,1,0.12,0.185402,recorded,99.9296,45.0,84.1106,0,0.0,39.110600000000005,0.0144,0.034373901604,-0.019973901604
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,6,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_015,llm_critic,1,0.16,0.177333,recorded,99.9296,78.0,15.8787,0,0.0,62.1213,0.0256,0.031446992889,-0.005846992888999997
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,7,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_033,llm_critic,5,0.04,0.031241,recorded,99.9296,72.0,99.4084,0,0.0,27.4084,0.0016,0.0009760000810000001,0.000623999919
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,8,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_031,llm_critic,4,0.2,0.196117,recorded,99.9296,96.0,98.2764,0,0.0,2.2763999999999953,0.04000000000000001,0.03846187768900001,0.0015381223109999995
baumgartner_aniline_to_phenethylamine_tbubrettphos,reaction_optimization_cn,post_freeze_extension,9,anthropic/claude-opus-4-8,baumgartner_cn_phenethylamine_tbubrettphos_025,llm_critic,3,0.14,0.13647,recorded,99.9296,90.0,98.1892,0,0.0,8.1892,0.019600000000000003,0.018624060900000003,0.0009759390999999999
baumgartner_benzamide_tbubrettphos_to_alphos,reaction_optimization_cn,post_freeze_extension,0,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_alphos_011,llm_critic,1,0.29,0.289802,recorded,66.9209,60.45,14.1535,0,0.0,46.2965,0.0841,0.08398519920400001,0.00011480079599998638
baumgartner_benzamide_tbubrettphos_to_alphos,reaction_optimization_cn,post_freeze_extension,1,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_alphos_012,llm_critic,1,0.2,0.201946,recorded,66.9209,50.7,67.3272,1,0.40630000000000166,16.627200000000002,0.6400000000000001,0.6368901869160001,0.003109813084000046
baumgartner_benzamide_tbubrettphos_to_alphos,reaction_optimization_cn,post_freeze_extension,2,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_alphos_010,llm_critic,1,0.0,0.238608,recorded,67.3272,0.0,1.0644,0,0.0,1.0644,0.0,0.05693377766399999,-0.05693377766399999
baumgartner_benzamide_tbubrettphos_to_alphos,reaction_optimization_cn,post_freeze_extension,3,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_alphos_005,llm_critic,3,0.32,0.103694,recorded,67.3272,55.0,33.8564,0,0.0,21.1436,0.1024,0.010752445635999999,0.091647554364
baumgartner_benzamide_tbubrettphos_to_alphos,reaction_optimization_cn,post_freeze_extension,4,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_alphos_008,llm_critic,3,0.22,0.083042,recorded,67.3272,48.0,2.8055,0,0.0,45.1945,0.0484,0.006895973764000001,0.041504026236
baumgartner_benzamide_tbubrettphos_to_alphos,reaction_optimization_cn,post_freeze_extension,5,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_alphos_000,llm_critic,5,0.15,0.024927,recorded,67.3272,40.0,5.4724,0,0.0,34.5276,0.0225,0.0006213553290000001,0.021878644670999998
baumgartner_benzamide_tbubrettphos_to_alphos,reaction_optimization_cn,post_freeze_extension,6,anthropic/claude-opus-4-8,baumgartner_cn_benzamide_alphos_017,llm_critic,1,0.14,0.056559,recorded,67.3272,39.6,0.6709,0,0.0,38.9291,0.019600000000000003,0.003198920481,0.016401079519
