source_domain,target_domain,method,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,selected_patches,proposal_source,proposal_model
bh,suzuki,care_transfer,5,99.7664,89.10248,0.0,1,0,0,target_only:llm_bo,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,random,6,81.4087,81.4087,18.3577,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,kernel_ucb,6,99.7664,94.31676,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,llm_target_only,6,92.3854,89.87383,7.381,1,0,0,"role_transfer,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
bh,suzuki,llm_bo,6,99.7664,93.97439,0.0,1,6,2,"role_transfer,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
bh,suzuki,llm_transfer,6,99.7664,97.72666,0.0,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,care_no_gate,6,99.7664,97.72666,0.0,1,7,0,"llm_interaction_patch,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,care_transfer,6,92.3854,89.87383,7.381,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,random,7,84.1353,84.1353,15.6311,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,kernel_ucb,7,99.7664,96.29282,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,llm_target_only,7,94.1985,91.09118,5.5679,1,0,0,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
bh,suzuki,llm_bo,7,99.7664,96.29282,0.0,1,7,0,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
bh,suzuki,llm_transfer,7,99.7664,98.02961,0.0,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,care_no_gate,7,99.7664,98.02961,0.0,1,8,0,llm_interaction_patch,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,care_transfer,7,99.7664,96.29282,0.0,1,0,0,target_only:llm_bo,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,random,8,83.2303,83.2303,16.5361,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,kernel_ucb,8,99.7664,88.72371,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,llm_target_only,8,99.7664,95.81861,0.0,1,0,0,llm_interaction_patch,api_target_only,openai/gpt-5.6-sol
bh,suzuki,llm_bo,8,99.7664,94.25437,0.0,1,6,0,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
bh,suzuki,llm_transfer,8,99.7664,97.92906,0.0,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,care_no_gate,8,99.7664,97.92906,0.0,1,6,0,"llm_interaction_patch,role_transfer,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,care_transfer,8,99.7664,94.25437,0.0,1,0,0,target_only:llm_bo,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,random,9,88.4627,81.86572,11.3037,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,kernel_ucb,9,99.7664,82.916,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,llm_target_only,9,99.7664,94.40086,0.0,1,0,0,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
bh,suzuki,llm_bo,9,99.7664,89.26596,0.0,1,3,0,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
bh,suzuki,llm_transfer,9,99.7664,96.86119,0.0,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,care_no_gate,9,99.7664,94.91737,0.0,1,7,0,llm_interaction_patch,api_source_transfer,openai/gpt-5.6-sol
bh,suzuki,care_transfer,9,99.7664,94.40086,0.0,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,0,85.4565,85.4565,11.3118,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,0,90.5268,88.8367,6.2415,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,0,96.7683,92.58832,0.0,1,0,0,"role_transfer,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,0,92.8146,89.90847,3.9537,1,6,3,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,0,96.7683,93.89503,0.0,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,0,96.7683,93.56107,0.0,1,7,0,"llm_interaction_patch,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,0,93.1314,89.8887,3.6369,1,3,0,"target_calibrated_prior,target_only:llm_bo",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,1,93.0406,93.0406,3.7277,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,1,96.7683,94.28317,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,1,93.1314,93.11122,3.6369,1,0,0,llm_interaction_patch,api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,1,93.1314,93.07087,3.6369,1,5,0,llm_interaction_patch,api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,1,93.1314,93.12131,3.6369,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,1,96.7683,93.90933,0.0,1,6,0,llm_interaction_patch,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,1,93.1314,93.11122,3.6369,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,2,91.0161,91.0161,5.7522,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,2,96.7683,94.8509,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,2,92.0383,91.92472,4.73,1,0,0,llm_interaction_patch,api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,2,96.7683,94.21177,0.0,1,4,1,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,2,93.1314,92.77491,3.6369,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,2,93.1314,91.95623,3.6369,1,8,0,"llm_interaction_patch,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,2,96.7683,94.21177,0.0,1,0,0,target_only:llm_bo,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,3,92.8146,92.8146,3.9537,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,3,92.8146,92.8146,3.9537,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,3,96.7683,95.1167,0.0,1,0,0,"role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,3,93.1314,92.9554,3.6369,1,7,0,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,3,96.7683,93.5003,0.0,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,3,96.7683,93.4299,0.0,1,6,0,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,3,93.1314,92.9554,3.6369,1,0,0,target_only:llm_bo,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,4,85.191,85.191,11.5773,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,4,91.0161,88.42717,5.7522,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,4,96.7683,95.48193,0.0,1,0,0,llm_interaction_patch,api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,4,96.7683,92.98327,0.0,1,6,0,"llm_interaction_patch,role_transfer,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,4,96.7683,93.86553,0.0,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,4,96.7683,92.17507,0.0,1,7,0,"llm_interaction_patch,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,4,96.7683,95.48193,0.0,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,5,85.191,85.191,11.5773,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,5,96.7683,92.27817,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,5,93.1314,92.24913,3.6369,1,0,0,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,5,96.7683,92.1091,0.0,1,6,0,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,5,93.1314,92.24913,3.6369,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,5,96.7683,93.16043,0.0,1,8,0,"role_transfer,value_prior",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,5,93.1314,92.24913,3.6369,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,6,78.4087,75.94301,18.3596,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,6,93.1314,84.66532,3.6369,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,6,90.6105,86.91118,6.1578,1,0,0,"llm_interaction_patch,role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,6,96.7683,89.54781,0.0,1,7,1,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,6,93.1314,90.59902,3.6369,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,6,96.7683,90.2092,0.0,1,7,0,"llm_interaction_patch,role_transfer,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,6,96.7683,89.54781,0.0,1,0,0,target_only:llm_bo,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,7,80.2005,78.29451,16.5678,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,7,96.7683,88.52222,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,7,93.1314,80.40478,3.6369,1,0,0,"role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,7,93.1314,86.82626,3.6369,1,6,2,"role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,7,93.1314,90.98411,3.6369,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,7,96.7683,92.47906,0.0,1,7,0,"llm_interaction_patch,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,7,93.1314,80.40478,3.6369,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,8,96.7683,94.98813,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,8,96.7683,91.4984,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,8,93.1314,91.75533,3.6369,1,0,0,"role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,8,96.7683,93.20797,0.0,1,6,1,"role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,8,93.1314,91.75533,3.6369,1,8,1,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,8,93.1314,90.40172,3.6369,1,5,0,"llm_interaction_patch,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,8,93.1314,91.75533,3.6369,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,random,9,79.1213,77.52826,17.647,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,kernel_ucb,9,96.7683,92.91733,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,llm_target_only,9,93.1314,86.06649,3.6369,1,0,0,"llm_interaction_patch,role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_bo,9,96.7683,93.13201,0.0,1,6,2,"role_transfer,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
suzuki,chemlex,llm_transfer,9,93.1314,91.11827,3.6369,1,8,2,role_transfer,api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_no_gate,9,96.7683,93.13201,0.0,1,8,1,"llm_interaction_patch,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
suzuki,chemlex,care_transfer,9,93.1314,86.06649,3.6369,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,0,99.29,81.38333,0.71,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,0,72.43,72.43,27.57,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,0,82.34,76.83444,17.66,0,0,0,"role_transfer,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,0,72.43,72.43,27.57,0,3,0,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,0,72.43,72.43,27.57,0,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,0,72.43,72.43,27.57,0,4,0,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,0,72.43,72.43,27.57,0,0,0,target_only:llm_bo,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,1,97.93,97.93,2.07,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,1,97.93,97.93,2.07,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,1,97.93,97.93,2.07,1,0,0,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,1,97.93,97.93,2.07,1,5,0,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,1,97.93,97.93,2.07,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,1,97.93,97.93,2.07,1,8,1,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,1,97.93,97.93,2.07,1,0,0,"target_only:llm_raw,target_only:target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,2,94.13,94.13,5.87,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,2,94.13,94.13,5.87,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,2,94.13,94.13,5.87,1,0,0,"llm_interaction_patch,role_transfer,value_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,2,94.13,94.13,5.87,1,3,1,"target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,2,94.13,94.13,5.87,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,2,94.13,94.13,5.87,1,4,2,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,2,94.13,94.13,5.87,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,3,79.49,75.09889,20.51,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,3,46.0,46.0,54.0,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,3,46.0,46.0,54.0,0,0,0,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,3,46.0,46.0,54.0,0,6,4,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,3,83.67,52.59444,16.33,0,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,3,83.67,62.74222,16.33,0,5,2,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,3,83.67,66.92778,16.33,0,1,1,"target_calibrated_prior,target_only:llm_bo,target_only:target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,4,96.94,94.94,3.06,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,4,100.0,94.08,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,4,93.34,93.34,6.66,1,0,0,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,4,100.0,96.3,0.0,1,4,0,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,4,93.34,93.34,6.66,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,4,100.0,95.56,0.0,1,6,0,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,4,93.34,93.34,6.66,1,0,0,"target_only:llm_raw,target_only:target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,5,85.0,85.0,15.0,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,5,85.0,85.0,15.0,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,5,85.0,85.0,15.0,0,0,0,"target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,5,85.0,85.0,15.0,0,4,0,"target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,5,85.0,85.0,15.0,0,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,5,85.0,85.0,15.0,0,7,0,"llm_interaction_patch,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,5,100.0,93.33333,0.0,1,0,0,"role_transfer,target_calibrated_prior,target_only:llm_raw",api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,6,95.76,93.52,4.24,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,6,93.24,93.24,6.76,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,6,93.24,93.24,6.76,1,0,0,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,6,93.24,93.24,6.76,1,2,1,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,6,93.24,93.24,6.76,1,8,2,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,6,93.24,93.24,6.76,1,5,2,"role_transfer,target_calibrated_prior",api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,6,93.24,93.24,6.76,1,0,0,"target_calibrated_prior,target_only:llm_raw",api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,7,100.0,95.12889,0.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,7,88.0,68.67556,12.0,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,7,70.04,63.74,29.96,0,0,0,"role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,7,74.47,65.66889,25.53,0,4,3,target_calibrated_prior,api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,7,83.67,80.61333,16.33,0,8,2,role_transfer,api_source_transfer,openai/gpt-5.6-sol
