dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,llm_call_count,hypothesis_confidence,hypothesis_support_count
real_chemlex_acidamine,no_care_random,20,97.74,71.958,2.26,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,21,100.0,69.186,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,22,92.36,92.36,7.64,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,23,82.41,66.292,17.59,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,24,24.44,24.44,75.56,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,25,94.87,79.8,5.13,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,26,94.4,89.091,5.6,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,27,95.54,95.54,4.46,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,28,96.35,96.35,3.65,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_care_random,29,100.0,99.837,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,0,90.61,78.532,9.39,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,1,100.0,98.412,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,2,82.07,82.07,17.93,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,3,100.0,95.866,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,4,7.67,7.67,92.33,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,5,99.29,98.264,0.71,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,6,95.44,95.44,4.56,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,7,96.71,96.71,3.29,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,8,7.24,5.188,92.76,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,9,56.82,45.105,43.18,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,10,92.75,92.75,7.25,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,11,93.81,93.81,6.19,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,12,99.1,97.106,0.9,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,13,86.96,86.96,13.04,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,14,100.0,100.0,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,15,97.52,97.256,2.48,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,16,96.71,96.71,3.29,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,17,92.44,80.386,7.56,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,18,88.18,74.622,11.82,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,19,94.23,42.345,5.77,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,20,5.73,5.73,94.27,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,21,51.5,45.324,48.5,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,22,97.66,94.631,2.34,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,23,96.16,70.336,3.84,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,24,94.23,62.744,5.77,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,25,86.11,79.286,13.89,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,26,86.56,86.56,13.44,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,27,94.41,94.41,5.59,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,28,74.29,74.29,25.71,0,0,0,0,0,0.5,0
real_chemlex_acidamine,incumbent,29,96.41,93.289,3.59,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,0,90.61,78.532,9.39,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,1,100.0,98.412,0.0,0,2,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,2,82.07,82.07,17.93,0,4,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,3,100.0,95.866,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,4,7.67,7.67,92.33,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,5,99.29,98.264,0.71,0,2,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,6,95.44,95.44,4.56,0,2,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,7,96.71,96.71,3.29,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,8,7.24,5.188,92.76,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,9,56.82,45.105,43.18,0,1,1,0,0,0.5,0
real_chemlex_acidamine,no_gate,10,92.75,92.75,7.25,0,5,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,11,93.81,93.81,6.19,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,12,100.0,97.196,0.0,0,5,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,13,86.96,86.96,13.04,0,1,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,14,100.0,100.0,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,15,97.52,97.289,2.48,0,3,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,16,97.91,96.95,2.09,0,6,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,17,92.44,80.386,7.56,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,18,88.18,74.622,11.82,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,19,94.23,42.345,5.77,0,1,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,20,5.73,5.73,94.27,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,21,55.78,45.752,44.22,0,6,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,22,97.66,94.631,2.34,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,23,96.16,72.396,3.84,0,3,3,0,0,0.5,0
real_chemlex_acidamine,no_gate,24,77.9,65.867,22.1,0,6,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,25,86.11,79.286,13.89,0,0,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,26,97.46,88.74,2.54,0,1,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,27,95.93,94.562,4.07,0,4,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,28,74.29,74.29,25.71,0,6,0,0,0,0.5,0
real_chemlex_acidamine,no_gate,29,97.23,95.095,2.77,0,7,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,0,90.61,78.532,9.39,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,1,100.0,98.412,0.0,0,2,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,2,82.07,82.07,17.93,0,4,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,3,100.0,95.866,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,4,7.67,7.67,92.33,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,5,99.29,98.264,0.71,0,2,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,6,95.44,95.44,4.56,0,2,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,7,96.71,96.71,3.29,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,8,7.24,5.188,92.76,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,9,56.82,45.105,43.18,0,1,1,0,0,0.5,0
real_chemlex_acidamine,gate_v1,10,92.75,92.75,7.25,0,5,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,11,93.81,93.81,6.19,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,12,100.0,97.196,0.0,0,5,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,13,86.96,86.96,13.04,0,1,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,14,100.0,100.0,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,15,97.52,97.289,2.48,0,3,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,16,97.91,96.95,2.09,0,6,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,17,92.44,80.386,7.56,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,18,88.18,74.622,11.82,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,19,94.23,42.345,5.77,0,1,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,20,5.73,5.73,94.27,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,21,55.78,45.752,44.22,0,6,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,22,97.66,94.631,2.34,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,23,96.16,72.396,3.84,0,3,3,0,0,0.5,0
real_chemlex_acidamine,gate_v1,24,77.9,65.867,22.1,0,6,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,25,86.11,79.286,13.89,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,26,97.46,88.74,2.54,0,1,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,27,95.93,94.562,4.07,0,4,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,28,74.29,74.29,25.71,0,6,0,0,0,0.5,0
real_chemlex_acidamine,gate_v1,29,97.23,95.095,2.77,0,7,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,0,90.61,78.532,9.39,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,1,100.0,98.412,0.0,0,2,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,2,82.07,82.07,17.93,0,4,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,3,100.0,95.866,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,4,7.67,7.67,92.33,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,5,99.29,98.264,0.71,0,2,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,6,95.44,95.44,4.56,0,2,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,7,96.71,96.71,3.29,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,8,7.24,5.188,92.76,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,9,56.82,45.105,43.18,0,1,1,0,0,0.5,0
real_chemlex_acidamine,gate_v2,10,92.75,92.75,7.25,0,5,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,11,93.81,93.81,6.19,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,12,100.0,97.196,0.0,0,5,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,13,86.96,86.96,13.04,0,1,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,14,100.0,100.0,0.0,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,15,97.52,97.289,2.48,0,3,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,16,97.91,96.95,2.09,0,6,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,17,92.44,80.386,7.56,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,18,88.18,74.622,11.82,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,19,94.23,42.345,5.77,0,1,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,20,5.73,5.73,94.27,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,21,55.78,45.752,44.22,0,6,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,22,97.66,94.631,2.34,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,23,96.16,72.396,3.84,0,3,3,0,0,0.5,0
real_chemlex_acidamine,gate_v2,24,77.9,65.867,22.1,0,6,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,25,86.11,79.286,13.89,0,0,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,26,97.46,88.74,2.54,0,1,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,27,95.93,94.562,4.07,0,4,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,28,74.29,74.29,25.71,0,6,0,0,0,0.5,0
real_chemlex_acidamine,gate_v2,29,97.23,95.095,2.77,0,7,0,0,0,0.5,0
