dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,mean_historical_novelty,mean_within_batch_distance,challenger_change_rate,gate_authorization_rate,llm_call_count
real_matbench_expt_gap,target_diverse_batch,69,27.5,21.7083,72.5,0,0.35714,0.61905,1.0,0.0,0
real_matbench_expt_gap,target_diverse_batch,70,32.5,32.0,67.5,0,0.38095,0.42857,0.83333,0.0,0
real_matbench_expt_gap,target_diverse_batch,71,30.5,30.5,69.5,0,0.19048,0.42857,0.5,0.0,0
real_matbench_expt_gap,target_diverse_batch,72,27.0,25.7083,73.0,0,0.35714,0.42857,0.83333,0.0,0
real_matbench_expt_gap,target_diverse_batch,73,38.25,38.25,61.75,0,0.42857,0.42857,1.0,0.0,0
real_matbench_expt_gap,target_diverse_batch,74,48.5,48.5,51.5,0,0.38095,0.42857,0.83333,0.0,0
real_matbench_expt_gap,target_diverse_batch,75,47.0,47.0,53.0,0,0.2619,0.42857,0.66667,0.0,0
real_matbench_expt_gap,target_diverse_batch,76,68.75,68.75,31.25,0,0.19048,0.42857,0.66667,0.0,0
real_matbench_expt_gap,target_diverse_batch,77,21.625,21.625,78.375,0,0.54762,0.47619,1.0,0.0,0
real_matbench_expt_gap,target_diverse_batch,78,46.25,45.0833,53.75,0,0.21429,0.42857,0.83333,0.0,0
real_matbench_expt_gap,target_diverse_batch,79,28.75,28.75,71.25,0,0.45238,0.47619,1.0,0.0,0
