dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,mean_historical_novelty,mean_within_batch_distance,challenger_change_rate,gate_authorization_rate,llm_call_count
real_chemlex_acidamine,target_diverse_batch,66,39.28,39.28,60.72,0,0.56667,0.53333,0.5,0.0,0
real_chemlex_acidamine,target_diverse_batch,67,90.4,90.4,9.6,0,0.3,0.46667,0.16667,0.0,0
real_chemlex_acidamine,target_diverse_batch,68,10.0,10.0,90.0,0,0.63333,0.53333,0.5,0.0,0
real_chemlex_acidamine,target_diverse_batch,69,68.37,68.37,31.63,0,0.43333,0.6,0.33333,0.0,0
real_chemlex_acidamine,target_diverse_batch,70,87.82,87.82,12.18,0,0.43333,0.46667,0.16667,0.0,0
real_chemlex_acidamine,target_diverse_batch,71,91.95,63.47,8.05,0,0.43333,0.4,0.16667,0.0,0
real_chemlex_acidamine,target_diverse_batch,72,94.23,94.23,5.77,0,0.4,0.4,0.16667,0.0,0
real_chemlex_acidamine,target_diverse_batch,73,99.3,99.3,0.7,0,0.4,0.4,0.0,0.0,0
real_chemlex_acidamine,target_diverse_batch,74,89.15,86.7067,10.85,0,0.3,0.53333,0.0,0.0,0
real_chemlex_acidamine,target_diverse_batch,75,92.72,92.72,7.28,0,0.3,0.6,0.33333,0.0,0
real_chemlex_acidamine,target_diverse_batch,76,91.64,91.64,8.36,0,0.4,0.6,0.0,0.0,0
real_chemlex_acidamine,target_diverse_batch,77,67.6,67.6,32.4,0,0.36667,0.46667,0.16667,0.0,0
real_chemlex_acidamine,target_diverse_batch,78,86.75,80.87,13.25,0,0.36667,0.46667,0.5,0.0,0
real_chemlex_acidamine,target_diverse_batch,79,51.5,49.0,48.5,0,0.4,0.4,0.0,0.0,0
