dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,hypothesis_confidence,hypothesis_support_count
synthetic_materials_i,incumbent,22,96.4345,94.9233,0.0394,1,0,0,0,0.8333,9
synthetic_materials_i,incumbent,23,96.4739,95.9292,0.0,1,0,0,0,0.9091,9
synthetic_materials_i,incumbent,24,96.4739,95.8353,0.0,1,0,0,0,0.9091,9
synthetic_materials_i,incumbent,25,88.3556,79.1047,8.1183,0,0,0,0,0.8,3
synthetic_materials_i,incumbent,26,92.6566,90.4616,3.8173,0,0,0,0,0.9,8
synthetic_materials_i,incumbent,27,79.6115,75.2959,16.8624,0,0,0,0,0.5,0
synthetic_materials_i,incumbent,28,95.7741,95.7741,0.6998,1,0,0,0,0.9167,10
synthetic_materials_i,incumbent,29,96.4345,87.2879,0.0394,1,0,0,0,0.8889,7
synthetic_materials_i,no_gate,0,96.4345,91.0936,0.0394,1,5,0,0,0.8333,9
synthetic_materials_i,no_gate,1,96.4345,96.4345,0.0394,1,3,0,0,0.75,8
synthetic_materials_i,no_gate,2,96.4345,94.9696,0.0394,1,2,0,0,0.9167,10
synthetic_materials_i,no_gate,3,93.5761,93.43,2.8978,1,3,0,0,0.9167,10
synthetic_materials_i,no_gate,4,96.4739,96.4248,0.0,1,3,0,0,0.9167,10
synthetic_materials_i,no_gate,5,96.4345,96.4345,0.0394,1,5,0,0,0.9167,10
synthetic_materials_i,no_gate,6,96.4739,95.1345,0.0,1,7,1,0,0.8333,9
synthetic_materials_i,no_gate,7,96.4345,96.4345,0.0394,1,7,0,0,0.75,8
synthetic_materials_i,no_gate,8,96.4345,93.9808,0.0394,1,1,1,0,0.8333,9
synthetic_materials_i,no_gate,9,93.3674,90.4278,3.1065,0,3,1,0,0.8333,9
synthetic_materials_i,no_gate,10,96.4345,96.3727,0.0394,1,4,2,0,0.9167,10
synthetic_materials_i,no_gate,11,96.4739,95.8123,0.0,1,1,1,0,0.9167,10
synthetic_materials_i,no_gate,12,96.4739,92.702,0.0,1,3,0,0,0.9167,10
synthetic_materials_i,no_gate,13,96.4345,96.4345,0.0394,1,3,0,0,0.8333,9
synthetic_materials_i,no_gate,14,93.3674,91.4358,3.1065,0,3,1,0,0.9167,10
synthetic_materials_i,no_gate,15,96.4345,96.2841,0.0394,1,6,0,0,0.8333,9
synthetic_materials_i,no_gate,16,96.2285,91.2229,0.2454,1,6,3,0,0.9167,10
synthetic_materials_i,no_gate,17,93.5761,90.9898,2.8978,1,2,1,0,0.9167,10
synthetic_materials_i,no_gate,18,96.4345,92.8356,0.0394,1,7,1,0,0.8333,9
synthetic_materials_i,no_gate,19,96.4739,91.0718,0.0,1,2,1,0,0.9167,10
synthetic_materials_i,no_gate,20,96.4345,91.7968,0.0394,1,3,0,0,0.9167,10
synthetic_materials_i,no_gate,21,93.5761,92.8662,2.8978,1,2,0,0,0.9167,10
synthetic_materials_i,no_gate,22,96.4345,94.9233,0.0394,1,0,0,0,0.8333,9
synthetic_materials_i,no_gate,23,96.4739,93.0549,0.0,1,3,3,0,0.9167,10
synthetic_materials_i,no_gate,24,96.4739,95.0036,0.0,1,1,1,0,0.9167,10
synthetic_materials_i,no_gate,25,93.5761,93.5761,2.8978,1,3,1,0,0.8333,9
synthetic_materials_i,no_gate,26,96.4739,93.5802,0.0,1,1,0,0,0.9167,10
synthetic_materials_i,no_gate,27,96.4739,95.4105,0.0,1,2,0,0,0.9167,10
synthetic_materials_i,no_gate,28,95.7741,95.7741,0.6998,1,4,2,0,0.9167,10
synthetic_materials_i,no_gate,29,96.4345,95.6266,0.0394,1,6,1,0,0.9167,10
synthetic_materials_i,gate_v1,0,96.4345,91.0936,0.0394,1,5,0,0,0.8333,9
synthetic_materials_i,gate_v1,1,96.4345,96.4345,0.0394,1,3,0,0,0.75,8
synthetic_materials_i,gate_v1,2,96.4345,94.9696,0.0394,1,2,0,0,0.9167,10
synthetic_materials_i,gate_v1,3,93.5761,93.43,2.8978,1,3,0,0,0.9167,10
synthetic_materials_i,gate_v1,4,96.4739,96.4248,0.0,1,3,0,0,0.9167,10
synthetic_materials_i,gate_v1,5,96.4345,96.4345,0.0394,1,5,0,0,0.9167,10
synthetic_materials_i,gate_v1,6,96.4739,95.1345,0.0,1,7,1,0,0.8333,9
synthetic_materials_i,gate_v1,7,96.4345,96.4345,0.0394,1,7,0,0,0.75,8
synthetic_materials_i,gate_v1,8,96.4345,93.9808,0.0394,1,1,1,0,0.8333,9
synthetic_materials_i,gate_v1,9,93.3674,90.4278,3.1065,0,3,1,0,0.8333,9
synthetic_materials_i,gate_v1,10,96.4345,96.3727,0.0394,1,4,2,0,0.9167,10
synthetic_materials_i,gate_v1,11,96.4739,95.8123,0.0,1,1,1,0,0.9167,10
synthetic_materials_i,gate_v1,12,96.4739,92.702,0.0,1,3,0,0,0.9167,10
synthetic_materials_i,gate_v1,13,96.4345,96.4345,0.0394,1,3,0,0,0.8333,9
synthetic_materials_i,gate_v1,14,93.3674,91.4358,3.1065,0,3,1,0,0.9167,10
synthetic_materials_i,gate_v1,15,96.4345,96.2841,0.0394,1,6,0,0,0.8333,9
synthetic_materials_i,gate_v1,16,96.2285,91.2229,0.2454,1,6,3,0,0.9167,10
synthetic_materials_i,gate_v1,17,93.5761,90.9898,2.8978,1,2,1,0,0.9167,10
synthetic_materials_i,gate_v1,18,96.4345,92.8356,0.0394,1,7,1,0,0.8333,9
synthetic_materials_i,gate_v1,19,96.4739,91.0718,0.0,1,2,1,0,0.9167,10
synthetic_materials_i,gate_v1,20,96.4345,91.7968,0.0394,1,3,0,0,0.9167,10
synthetic_materials_i,gate_v1,21,93.5761,92.8662,2.8978,1,2,0,0,0.9167,10
synthetic_materials_i,gate_v1,22,96.4345,94.9233,0.0394,1,0,0,0,0.8333,9
synthetic_materials_i,gate_v1,23,96.4739,93.0549,0.0,1,3,3,0,0.9167,10
synthetic_materials_i,gate_v1,24,96.4739,95.0036,0.0,1,1,1,0,0.9167,10
synthetic_materials_i,gate_v1,25,93.5761,93.5761,2.8978,1,3,1,0,0.8333,9
synthetic_materials_i,gate_v1,26,96.4739,93.5802,0.0,1,1,0,0,0.9167,10
synthetic_materials_i,gate_v1,27,96.4739,95.4105,0.0,1,2,0,0,0.9167,10
synthetic_materials_i,gate_v1,28,95.7741,95.7741,0.6998,1,4,2,0,0.9167,10
synthetic_materials_i,gate_v1,29,96.4345,95.6266,0.0394,1,6,1,0,0.9167,10
synthetic_materials_i,gate_v2,0,96.4345,91.0936,0.0394,1,5,0,0,0.8333,9
synthetic_materials_i,gate_v2,1,96.4345,96.4345,0.0394,1,3,0,0,0.75,8
synthetic_materials_i,gate_v2,2,96.4345,94.9696,0.0394,1,2,0,0,0.9167,10
synthetic_materials_i,gate_v2,3,93.5761,93.43,2.8978,1,3,0,0,0.9167,10
synthetic_materials_i,gate_v2,4,96.4739,96.4248,0.0,1,3,0,0,0.9167,10
synthetic_materials_i,gate_v2,5,96.4345,96.4345,0.0394,1,5,0,0,0.9167,10
synthetic_materials_i,gate_v2,6,96.4739,95.1345,0.0,1,7,1,0,0.8333,9
synthetic_materials_i,gate_v2,7,96.4345,96.4345,0.0394,1,7,0,0,0.75,8
synthetic_materials_i,gate_v2,8,96.4345,93.9808,0.0394,1,1,1,0,0.8333,9
synthetic_materials_i,gate_v2,9,93.3674,90.4278,3.1065,0,3,1,0,0.8333,9
synthetic_materials_i,gate_v2,10,96.4345,96.3727,0.0394,1,4,2,0,0.9167,10
synthetic_materials_i,gate_v2,11,96.4739,95.8123,0.0,1,1,1,0,0.9167,10
synthetic_materials_i,gate_v2,12,96.4739,92.702,0.0,1,3,0,0,0.9167,10
synthetic_materials_i,gate_v2,13,96.4345,96.4345,0.0394,1,3,0,0,0.8333,9
synthetic_materials_i,gate_v2,14,93.3674,91.4358,3.1065,0,3,1,0,0.9167,10
synthetic_materials_i,gate_v2,15,96.4345,96.2841,0.0394,1,6,0,0,0.8333,9
synthetic_materials_i,gate_v2,16,96.2285,91.2229,0.2454,1,6,3,0,0.9167,10
synthetic_materials_i,gate_v2,17,93.5761,90.9898,2.8978,1,2,1,0,0.9167,10
synthetic_materials_i,gate_v2,18,96.4345,92.8356,0.0394,1,7,1,0,0.8333,9
synthetic_materials_i,gate_v2,19,96.4739,91.0718,0.0,1,2,1,0,0.9167,10
synthetic_materials_i,gate_v2,20,96.4345,91.7968,0.0394,1,3,0,0,0.9167,10
synthetic_materials_i,gate_v2,21,93.5761,92.8662,2.8978,1,2,0,0,0.9167,10
synthetic_materials_i,gate_v2,22,96.4345,94.9233,0.0394,1,0,0,0,0.8333,9
synthetic_materials_i,gate_v2,23,96.4739,93.0549,0.0,1,3,3,0,0.9167,10
synthetic_materials_i,gate_v2,24,96.4739,95.0036,0.0,1,1,1,0,0.9167,10
synthetic_materials_i,gate_v2,25,93.5761,93.5761,2.8978,1,3,1,0,0.8333,9
synthetic_materials_i,gate_v2,26,96.4739,93.5802,0.0,1,1,0,0,0.9167,10
synthetic_materials_i,gate_v2,27,96.4739,95.4105,0.0,1,2,0,0,0.9167,10
synthetic_materials_i,gate_v2,28,95.7741,95.7741,0.6998,1,4,2,0,0.9167,10
synthetic_materials_i,gate_v2,29,96.4345,95.6266,0.0394,1,6,1,0,0.9167,10
