dataset_id,role,local_label,raw_name,canonical_smiles,rdkit_parse_ok,mol_weight,logp,tpsa,hbd,hba,rotatable_bonds,aromatic_ring_count,hetero_atom_count,heavy_atom_count,fraction_csp3,formal_charge,chiral_center_count,bertz_complexity,descriptor_mw_bin,descriptor_logp_bin,descriptor_tpsa_bin,descriptor_hbd_bin,descriptor_hba_bin,descriptor_rotatable_bin,descriptor_aromatic_ring_bin,descriptor_fraction_csp3_bin,descriptor_complexity_bin,formal_charge_class,ring_system_class,acid_functional_class,amine_functional_class,amide_count_bin,has_phosphorus,has_phosphine,has_boron,has_aryl_halide,has_heteroaromatic,halide_type,boron_species,ligand_family,reagent_base_family,solvent_family,solvent_is_protic,functional_class,morgan_fp_128,maccs_fp
real_buchwald_hartwig,additive,A10,CC1=CC(N2C=CC=C2)=NO1,Cc1cc(-n2cccc2)no1,yes,148.1650,1.7737,30.9600,0,3,1,2,3,11,0.125000,0,0,334.6105,mw_mid,logp_mid,tpsa_mid,hbd_none,hba_mid,rot_low,aromatic_mid,fsp3_mid,complexity_mid,neutral,fused_or_multi_heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,10000010000000011000000000000000110000010000000000001010001000001000000000000110010000000001000000001000100110000000001010110000,00000000000000000000000000000000000000100000000000000000010000100100000100010100000101000000001111000010000000000000000011101100000001010100001000001000100010101110110
real_buchwald_hartwig,additive,A11,CC1=CC=NO1,Cc1ccno1,yes,83.0900,0.9830,26.0300,0,2,0,1,2,6,0.250000,0,0,111.1085,mw_none_or_low,logp_mid,tpsa_mid,hbd_none,hba_mid,rot_none,aromatic_low,fsp3_mid,complexity_low,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,00000000100000001001000000000000010100000000000000000000001000000000000000100010010000100000000000001000000000000000100010100000,00000000000000000000000000000000000000000000000000000000010000000100000100000000000100000000001011000010000000000000000011001000000000000100000000000000100000001110110
real_buchwald_hartwig,additive,A12,CC1=NOC(C(OCC)=O)=C1,CCOC(=O)c1cc(C)no1,yes,155.1530,1.1597,52.3300,0,4,2,1,4,11,0.428571,0,0,253.9433,mw_mid,logp_mid,tpsa_mid,hbd_none,hba_high,rot_low,aromatic_low,fsp3_high,complexity_mid,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,00000010101000001101000000000000010000110100001000000001011000000001000000001000110000100010000000001000000100000000000110100100,00000000000000000000000000000000000000000000000000000000010000000100000110000000000100000000001011000010000001000010000011011010000000000100000000100100111111011110110
real_buchwald_hartwig,additive,A13,CC1=NOC(C2=CC=CC=C2)=C1,Cc1cc(-c2ccccc2)on1,yes,159.1880,2.6500,26.0300,0,2,1,2,2,12,0.100000,0,0,364.3374,mw_mid,logp_high,tpsa_mid,hbd_none,hba_mid,rot_low,aromatic_mid,fsp3_low,complexity_mid,neutral,fused_or_multi_heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,00000110100000001000000000000000010100000000000100000100011000001001000000000001010000100000000011001000000100000000000011100000,00000000000000000000000000000000000000000000000000000000010000100100000100000000000100000000001011000010000000000000000011001100000000000100000000000000100010001111110
real_buchwald_hartwig,additive,A14,CC1=NOC=C1,Cc1ccon1,yes,83.0900,0.9830,26.0300,0,2,0,1,2,6,0.250000,0,0,111.1085,mw_none_or_low,logp_mid,tpsa_mid,hbd_none,hba_mid,rot_none,aromatic_low,fsp3_mid,complexity_low,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,00000110000000001001000000000000110000000000000000000000001000000001000000100000010000100000000000001000000000000100010000100000,00000000000000000000000000000000000000000000000000000000010000000100000100000000000100000000001011000010000000000000000011001000000000000100000000000000000010001110110
real_buchwald_hartwig,additive,A15,CCOC(C1=CON=C1)=O,CCOC(=O)c1cnoc1,yes,141.1260,0.8513,52.3300,0,4,2,1,4,10,0.333333,0,0,204.7773,mw_mid,logp_mid,tpsa_mid,hbd_none,hba_high,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,10000000001000001101000000000100010000110000000000000001001000000000000000000000110000100010000010001000010000000010010110100101,00000000000000000000000000000000000000000000000000000000010000000100000100000000000100000100001011000010000001000010000011011010000000000100000000100000011101011110110
real_buchwald_hartwig,additive,A16,CCOC(C1=NOC=C1)=O,CCOC(=O)c1ccon1,yes,141.1260,0.8513,52.3300,0,4,2,1,4,10,0.333333,0,0,204.7773,mw_mid,logp_mid,tpsa_mid,hbd_none,hba_high,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,00001110001000001101000100000000010000110000000000000001001001000000000000100000110000110000010000001000000000000000010100100100,00000000000000000000000000000000000000000000000000000000010000000100000100000000000100000100001111000010000001000010000011011010000000000100000000100000011111011110110
real_buchwald_hartwig,additive,A17,COC1=NOC(C(OCC)=O)=C1,CCOC(=O)c1cc(OC)no1,yes,171.1520,0.8599,61.5600,0,5,3,1,5,12,0.428571,0,0,268.1250,mw_mid,logp_mid,tpsa_high,hbd_none,hba_high,rot_low,aromatic_low,fsp3_high,complexity_mid,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,10000010001000001101000001000000011000110100001000000001001000001000000001001000110000100010000000001100000100000000000111100100,00000000000000000000000000000000000000000000000000000000010000000100000110000000000100000100111011000010000001100110010011011011000000000100100100100100111111011110110
real_buchwald_hartwig,additive,A18,FC(C=CC=C1F)=C1C2=CC=NO2,Fc1cccc(F)c1-c1ccno1,yes,181.1410,2.6198,26.0300,0,2,1,2,4,13,0.000000,0,0,391.3080,mw_mid,logp_high,tpsa_mid,hbd_none,hba_mid,rot_low,aromatic_mid,fsp3_low,complexity_mid,neutral,fused_or_multi_heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,00000000100000011001000000000000100100000000010010000000001100001100000000100000010100100000010000001000000000000000000011100000,00000000000000000000000000000000000000000010000000000000010000100100000100000000000100010000001011000010000100000000000011001100000000100100000010000010100000000111110
real_buchwald_hartwig,additive,A19,O=C(OC)C1=CC=NO1,COC(=O)c1ccno1,yes,127.0990,0.4612,52.3300,0,4,1,1,4,9,0.200000,0,0,191.9778,mw_mid,logp_mid,tpsa_mid,hbd_none,hba_high,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,10000000101000001101000000000000010100010000000000001001000000000000000001100000010000100010000000001000000000000000000010101100,00000000000000000000000000000000000000000000000000000000010000000100000110000000000100000000011011000010000000000000000011011010000000000100000000100000101001011110110
real_buchwald_hartwig,additive,A20,O=C(OC)C1=NOC(C2=CC=CO2)=C1,COC(=O)c1cc(-c2ccco2)on1,yes,193.1580,1.7212,65.4700,0,5,2,2,5,14,0.111111,0,0,429.3664,mw_mid,logp_mid,tpsa_high,hbd_none,hba_high,rot_low,aromatic_mid,fsp3_mid,complexity_high,neutral,fused_or_multi_heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,10000010001001001101000010001000010100010000000000000001000000001000000001000000010000110110000000001000000100000100000011110100,00000000000000000000000000000000000000000000000000000000010000100100000110000000000100000100011111000010000000000000000011011110000000000100100000100000101011011110110
real_buchwald_hartwig,additive,A21,O=C(OC)C1=NOC(C2=CC=CS2)=C1,COC(=O)c1cc(-c2cccs2)on1,yes,209.2260,2.1897,52.3300,0,5,2,2,5,14,0.111111,0,0,432.6115,mw_mid,logp_high,tpsa_mid,hbd_none,hba_high,rot_low,aromatic_mid,fsp3_mid,complexity_high,neutral,fused_or_multi_heteroaromatic,not_acid,not_amine,amide_none,no,no,no,no,yes,none,none,not_ligand,not_reagent,not_solvent,not_solvent,heteroaromatic_additive,10010010001000101100000000001001010100010010000000000001000000101000000001000000010000110100000000001000000100000100000011100101,00000000000000000000000000000000000010000000000000000000010000100100000100000000010100001100011111000010000000000000000011011110000000000100000000100000101011011110110
real_buchwald_hartwig,aryl_halide,H00,BrC1=CC=C(C(F)(F)F)C=C1,FC(F)(F)c1ccc(Br)cc1,yes,225.0070,3.4679,0.0000,0,0,0,1,4,11,0.142857,0,0,236.8578,mw_mid,logp_high,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,bromide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_bromide,01000100110001000000000000000000000000000100010000000000000000000000000000000000010000101000000100001000000010000110000000000001,00000000000000000000000000000000000000000010001000000000000000000000000000000000000000010000000000000000001100001000000000000000000000100000000000000000000000000011010
real_buchwald_hartwig,aryl_halide,H01,BrC1=CC=C(CC)C=C1,CCc1ccc(Br)cc1,yes,185.0640,3.0115,0.0000,0,0,1,1,1,9,0.250000,0,0,176.2641,mw_mid,logp_high,tpsa_low,hbd_none,hba_low,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,bromide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_bromide,00000101000001000100000000000000010000100000000000000010000000000000000000000001110000101010000100001000000000000100000000000000,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000010000000000000000000100000000000000000000100001011010
real_buchwald_hartwig,aryl_halide,H02,BrC1=CC=C(OC)C=C1,COc1ccc(Br)cc1,yes,187.0360,2.4577,9.2300,0,1,1,1,2,9,0.142857,0,0,180.6126,mw_mid,logp_high,tpsa_low,hbd_none,hba_low,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,bromide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_bromide,10000100000001000000000000000000010000000000000000000001000000010010000001000010010000101000000100001000000000000100000000000000,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000010000000000000100000100000000000011000000100000000100000000100001001011110
real_buchwald_hartwig,aryl_halide,H03,BrC1=CN=CC=C1,Brc1cccnc1,yes,157.9980,1.8441,12.8900,0,1,0,1,2,7,0.000000,0,0,138.0075,mw_mid,logp_mid,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_low,complexity_low,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,yes,yes,bromide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_bromide,00000100000001000001000000100000000000000000000000100100000000001001000000100000010000101000000100001100000000000000000000100001,00000000000000000000000000000000000000000000001000000000000000000100000000000000000000010000000000100000000100000000000001000000000000100100000000000000000000000111010
real_buchwald_hartwig,aryl_halide,H04,BrC1=NC=CC=C1,Brc1ccccn1,yes,157.9980,1.8441,12.8900,0,1,0,1,2,7,0.000000,0,0,138.0075,mw_mid,logp_mid,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_low,complexity_low,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,yes,yes,bromide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_bromide,00010000000000000000000000000000000000000000100100000000000000001000100000100001010000101000010100001100000000000000000000100000,00000000000000000000000000000000000000000000001000000000000000000100000000000000000000010000000000100000000100000000000001000000000000100100000000000000000010000111010
real_buchwald_hartwig,aryl_halide,H05,ClC1=CC=C(C(F)(F)F)C=C1,FC(F)(F)c1ccc(Cl)cc1,yes,180.5560,3.3588,0.0000,0,0,0,1,4,11,0.142857,0,0,236.8578,mw_mid,logp_high,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,chloride,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_chloride,01000000110000000001000000000000000000000100011011000000000000000000000000000000010000101000000000001000000010000010000000000001,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000001001100001000000000000000000000100000000000000000000000000011010
real_buchwald_hartwig,aryl_halide,H06,ClC1=CC=C(CC)C=C1,CCc1ccc(Cl)cc1,yes,140.6130,2.9024,0.0000,0,0,1,1,1,9,0.250000,0,0,176.2641,mw_mid,logp_high,tpsa_low,hbd_none,hba_low,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,chloride,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_chloride,00000001000000000101000000000000010000100000001011000010000000000000000000000001110000101010000000001000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000010000000000000000000100000000000000000000100001011010
real_buchwald_hartwig,aryl_halide,H07,ClC1=CC=C(OC)C=C1,COc1ccc(Cl)cc1,yes,142.5850,2.3486,9.2300,0,1,1,1,2,9,0.142857,0,0,180.6126,mw_mid,logp_high,tpsa_low,hbd_none,hba_low,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,chloride,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_chloride,10000000000001000001000000000000010000000000001011000001000000010010000001000010010000101000000000001000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000001000100000100000000000011000000100000000100000000100001001011110
real_buchwald_hartwig,aryl_halide,H08,ClC1=CN=CC=C1,Clc1cccnc1,yes,113.5470,1.7350,12.8900,0,1,0,1,2,7,0.000000,0,0,138.0075,mw_none_or_low,logp_mid,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_low,complexity_low,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,yes,yes,chloride,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_chloride,00000100000000000001000000000000000000000000000001100100000000001101000000100000110000101000000000001000000000000000000000100001,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000100001000100000000000001000000000000100100000000000000000000000111010
real_buchwald_hartwig,aryl_halide,H09,ClC1=NC=CC=C1,Clc1ccccn1,yes,113.5470,1.7350,12.8900,0,1,0,1,2,7,0.000000,0,0,138.0075,mw_none_or_low,logp_mid,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_low,complexity_low,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,yes,yes,chloride,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_chloride,00010000000000000001000000000000000000000000100101000000000000001000000100100000010000100000001000011000000000000000000000100000,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000100001000100000000000001000000000000100100000000000000000010000111010
real_buchwald_hartwig,aryl_halide,H10,IC1=CC=C(C(F)(F)F)C=C1,FC(F)(F)c1ccc(I)cc1,yes,272.0070,3.3100,0.0000,0,0,0,1,4,11,0.142857,0,0,236.8578,mw_high,logp_high,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,iodide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_iodide,01000000110000000000010000000000000000000100010000010000001000000000000000000000010000100000000000001000000010000010000100000001,00000000000000000000000000010000000000000010000000000000000000000000000000000000000000010000000000000000001100001000000000000000000000100000000000000000000000000011010
real_buchwald_hartwig,aryl_halide,H11,IC1=CC=C(CC)C=C1,CCc1ccc(I)cc1,yes,232.0640,2.8536,0.0000,0,0,1,1,1,9,0.250000,0,0,176.2641,mw_mid,logp_high,tpsa_low,hbd_none,hba_low,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,iodide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_iodide,00000001000000000100010000000000010000100000000000010010001000000000000000000001110000100010000000001000000000000000000100000000,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000100000010000000000000000000100000000000000000000100001011010
real_buchwald_hartwig,aryl_halide,H12,IC1=CC=C(OC)C=C1,COc1ccc(I)cc1,yes,234.0360,2.2998,9.2300,0,1,1,1,2,9,0.142857,0,0,180.6126,mw_mid,logp_high,tpsa_low,hbd_none,hba_low,rot_low,aromatic_low,fsp3_mid,complexity_mid,neutral,single_carbocyclic_aromatic,not_acid,not_amine,amide_none,no,no,no,yes,no,iodide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_iodide,10000000000001000000010000000000010000000000000000010001001000010010000001000010010000100000000000001000000000000000000100000000,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000010000000000000100000100000000000011000000100000000100000000100001001011110
real_buchwald_hartwig,aryl_halide,H13,IC1=CN=CC=C1,Ic1cccnc1,yes,204.9980,1.6862,12.8900,0,1,0,1,2,7,0.000000,0,0,138.0075,mw_mid,logp_mid,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_low,complexity_low,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,yes,yes,iodide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_iodide,00000000001000000001010000000010000000000000000000110100001000001001000000100000010000100000000000001000100000000000000000100001,00000000000000000000000000010000000000000000000000000000000000000100000000000000000000010000000000100000000100000000000001000000000000100100000000000000000000000111010
real_buchwald_hartwig,aryl_halide,H14,IC1=NC=CC=C1,Ic1ccccn1,yes,204.9980,1.6862,12.8900,0,1,0,1,2,7,0.000000,0,0,138.0075,mw_mid,logp_mid,tpsa_low,hbd_none,hba_low,rot_none,aromatic_low,fsp3_low,complexity_low,neutral,heteroaromatic,not_acid,not_amine,amide_none,no,no,no,yes,yes,iodide,none,not_ligand,not_reagent,not_solvent,not_solvent,aryl_iodide,00010000100000000000010000000000000000000000100110010000000000001000000000100000010000100000000000001000000000000000000000100000,00000000000000000000000000010000000000000000000000000000000000000100000000000000000000010000000000100000000100000000000001000000000000100100000000000000000010000111010
real_buchwald_hartwig,base,B00,CC(C)(C)/N=C(N(C)C)/N(C)C,CN(C)C(=NC(C)(C)C)N(C)C,yes,171.2880,1.2641,18.8400,0,1,0,0,3,12,0.888889,0,0,153.1027,mw_mid,logp_mid,tpsa_low,hbd_none,hba_low,rot_none,aromatic_none,fsp3_very_high,complexity_mid,neutral,acyclic,not_acid,not_amine,amide_none,no,no,no,no,no,none,none,not_ligand,guanidine_base,not_solvent,not_solvent,guanidine_base,00000000100100100000000000100000010000010000000000000100000100000010000000000001000101000000000000000000000000000110010000000000,00000000000000000000000001000000000000000000000000000000000000000010000000100110000001100000010000000000001000001000000100100000000000000000011000001100000010101100000
