dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,llm_call_count,hypothesis_confidence,hypothesis_support_count
real_moleculenet_esol,gate_v1,28,91.3571,80.76,5.6429,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v1,29,93.5,78.2428,3.5,1,2,1,0,0,0.5,0
real_moleculenet_esol,gate_v2,0,93.7143,92.2643,3.2857,1,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,1,90.0714,90.0714,6.9286,0,4,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,2,85.7786,80.87,11.2214,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,3,91.3571,91.3571,5.6429,0,1,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,4,93.7143,89.4714,3.2857,1,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,5,80.7143,80.7143,16.2857,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,6,88.7857,88.7857,8.2143,0,7,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,7,92.4286,89.5357,4.5714,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,8,81.2857,81.2857,15.7143,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,9,85.5,85.5,11.5,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,10,97.0,89.7357,0.0,1,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,11,85.8571,83.5328,11.1429,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,12,89.4286,89.4286,7.5714,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,13,82.7857,74.9857,14.2143,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,14,93.5,86.3657,3.5,1,2,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,15,93.8857,85.3771,3.1143,1,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,16,79.2143,76.8786,17.7857,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,17,82.7857,82.7857,14.2143,0,0,0,1,0,0.5,0
real_moleculenet_esol,gate_v2,18,97.0,93.8786,0.0,1,2,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,19,76.4286,76.4286,20.5714,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,20,92.4286,87.9072,4.5714,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,21,89.5714,88.35,7.4286,0,3,2,1,0,0.5,0
real_moleculenet_esol,gate_v2,22,86.5,86.5,10.5,0,1,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,23,92.4286,91.7286,4.5714,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,24,93.7143,93.7143,3.2857,1,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,25,81.2857,81.2857,15.7143,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,26,97.0,94.5321,0.0,1,1,0,1,0,0.5,0
real_moleculenet_esol,gate_v2,27,93.0,93.0,4.0,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,28,91.3571,80.76,5.6429,0,0,0,0,0,0.5,0
real_moleculenet_esol,gate_v2,29,93.5,78.2428,3.5,1,2,1,0,0,0.5,0
